IUCN,Generations,median_Ne,lq_Ne,uq_Ne
EN,6063279.374435077,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,6404818.668277143,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,6765596.57575294,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,7146696.791363283,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,7549264.0531848585,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,7974507.581402173,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,8423704.710528996,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,8898204.726229856,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,9399432.918266088,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,9928894.861741118,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,10488180.939504461,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,11078971.119298859,2431160.954401181,1500596.5911035943,3004427.3771391315
EN,11703039.999999993,2431160.954401181,1500596.5911035943,3004427.3771391315
LC,214.90480000000002,59807.71818603192,25670.810363306144,210318.21145392983
LC,227.01020189600104,59807.71818603192,25670.810363306144,210318.21145392983
LC,239.79749063242468,59807.71818603192,25670.810363306144,210318.21145392983
LC,253.30507630644425,59807.71818603192,25670.810363306144,210318.21145392983
LC,267.57353262285346,59807.71818603192,25670.810363306144,210318.21145392983
LC,282.6457187682182,59807.71818603192,25670.810363306144,210318.21145392983
LC,298.5669081500901,59807.71818603192,25670.810363306144,210318.21145392983
LC,315.3849243879929,59807.71818603192,25670.810363306144,210318.21145392983
LC,333.1502849646598,59807.71818603192,25670.810363306144,210318.21145392983
LC,351.91635296902484,59807.71818603192,25670.810363306144,210318.21145392983
LC,371.739497386762,59807.71818603192,25670.810363306144,210318.21145392983
LC,392.67926241985657,59807.71818603192,25670.810363306144,210318.21145392983
LC,414.79854634379654,59807.71818603192,25670.810363306144,210318.21145392983
LC,438.1637904396411,59807.71818603192,25670.810363306144,210318.21145392983
LC,462.8451785684634,59807.71818603192,25670.810363306144,210318.21145392983
LC,488.91684798765556,59807.71818603192,25670.810363306144,210318.21145392983
LC,516.4571120423277,59807.71818603192,25670.810363306144,210318.21145392983
LC,545.5486954007282,59807.71818603192,25670.810363306144,210318.21145392983
LC,576.2789825402651,59807.71818603192,25670.810363306144,210318.21145392983
LC,608.7402802305376,59807.71818603192,25670.810363306144,210318.21145392983
LC,643.0300948018026,59807.71818603192,25670.810363306144,210318.21145392983
LC,679.2514250317438,59807.71818603192,25670.810363306144,210318.21145392983
LC,717.5130715302888,59807.71818603192,25670.810363306144,210064.93292155094
LC,757.9299635518178,59807.71818603192,25670.810363306144,206558.22359927703
LC,800.6235042164104,59807.71818603192,25670.810363306144,206558.22359927703
LC,845.7219351771156,59807.71818603192,25670.810363306144,206558.22359927703
LC,893.3607218286121,59547.82360148214,25341.476394414738,198384.16100858507
LC,943.6829602143388,58937.50414404327,25030.349298524463,198384.16100858507
LC,996.8398068543511,58937.50414404327,25030.349298524463,198384.16100858507
LC,1052.9909327850132,58937.50414404327,25030.349298524463,198384.16100858507
LC,1112.3050031743546,58937.50414404327,25030.349298524463,198384.16100858507
LC,1174.9601839537427,58745.34626710041,24723.712512670903,198384.16100858507
LC,1241.1446769876784,58745.34626710041,24723.712512670903,198384.16100858507
LC,1311.0572853892495,58363.06201804878,24461.83953033268,186633.32151322297
LC,1384.908010679316,58363.06201804878,24461.83953033268,186633.32151322297
LC,1462.9186835831524,57477.70583484931,24300.598402235657,182523.38580880675
LC,1545.3236303593194,57413.932926172856,24300.598402235657,182523.38580880675
LC,1632.370376662271,57413.932926172856,24300.598402235657,182523.38580880675
LC,1724.3203910529362,57080.9650678764,23465.502777728892,165302.9175964956
LC,1821.4498703906029,56664.688124639644,22522.129432746664,165302.9175964956
LC,1924.05056946525,54460.965783536725,22295.922633148464,164370.95236529803
LC,2032.4306773623564,54460.965783536725,22295.922633148464,163932.41066708197
LC,2146.915743192587,54046.45833558527,21941.49300889179,163932.41066708197
LC,2267.8496539670227,53416.52066151019,22295.922633148464,160959.31753249367
LC,2395.5956675552607,51122.64467636058,22016.12681289044,149796.464054466
LC,2530.5375038291586,52819.115344248115,22016.12681289044,147136.17821133905
LC,2673.0804972697642,50325.54335860095,21690.1209664237,147136.17821133905
LC,2823.6528144995923,50325.54335860095,21868.29681262927,147136.17821133905
LC,2982.706740397441,51287.792991191774,20910.17157730699,149796.464054466
LC,3150.7200366589586,50336.11969418908,21941.49300889179,149796.464054466
LC,3328.197376883745,52188.955091188895,21941.49300889179,149796.464054466
LC,3515.671862499668,53240.78519745893,21941.49300889179,147136.17821133905
LC,3713.706624077915,53821.069978806816,22235.84251392651,147136.17821133905
LC,3922.896512848684,51571.102645755775,22688.235452467256,143259.29215583747
LC,4143.869887498541,54046.45833558527,22340.319385058476,137470.27205366842
LC,4377.290501616543,54150.13395389387,22016.12681289044,143250.76815109325
LC,4623.859497458498,54619.25439560888,22016.12681289044,143259.29215583747
LC,4884.317512018323,56694.78773438832,22173.758028233966,134148.50910700692
LC,5159.446901732548,58464.75045284194,23043.313909756154,134148.50910700692
LC,5450.074092500496,57477.70583484931,24435.37351532667,138717.1899101624
LC,5757.072062079125,57905.62786613103,25240.409981281868,138023.26045283958
LC,6081.362962308935,57563.44482371843,25721.629500480023,131431.23797416876
LC,6423.920889047669,59310.832069931814,26053.765215489257,134148.50910700692
LC,6785.774808132018,59398.03928544921,26302.561925720252,135439.9725034816
LC,7168.011646156097,61171.20699628007,26706.706200744655,137334.34045183
LC,7571.779555350939,64094.82117276614,27507.447949704405,137848.1980447299
LC,7998.291362371754,63073.9204282023,28964.373893017568,143827.70369906264
LC,8448.82821135242,63128.82225290985,28412.262933398677,141737.55093505222
LC,8924.743412170143,65898.38559134165,28226.53465009303,155782.26873048148
LC,9427.466505479399,66548.59723820467,29496.591840323978,160959.31753249367
LC,9958.50755672587,68095.27129337788,29343.386272245694,163417.25095163824
LC,10519.461692038481,68000.69065870874,30451.358674829135,169756.77739958718
LC,11112.013889624168,71161.24408084278,30969.44629364974,170287.0631581588
LC,11737.944041057948,69336.78081373479,31386.151160421337,171858.63004652012
LC,12399.132297671,68736.77944078638,32204.38470379059,175377.2623779718
LC,13097.564718096202,67875.0099850072,33029.68725931329,173687.15921701456
LC,13835.339233934994,67229.54182961723,32624.148508350947,165449.10103146412
LC,14614.67195146524,67619.1770979408,33093.59176978482,166363.3387473545
LC,15437.903808318573,68744.62826013513,32989.43633746979,166793.11141149185
LC,16307.507605123023,69825.10226647608,34161.08698442841,169825.41086313355
LC,17226.095433231596,69364.69526841678,34590.76587279496,157862.38905521572
LC,18196.426520848698,70855.92618362921,35356.22984243965,157673.391646421
LC,19221.41552112196,71095.11620433824,35884.34225776449,159723.91449574134
LC,20304.14126709512,71650.5599940443,35317.83412664539,156530.44549738744
LC,21447.85601981985,71441.21844648653,36296.1784902379,153846.41111724832
LC,22655.99523740589,70653.7578239738,36200.40141970554,156034.37977382052
LC,23932.187894352937,69171.30052548515,36183.328684166096,157524.94274254036
LC,25280.2673821622,67837.52060375563,37036.88797629182,158040.98532033843
LC,26704.283023969358,66611.84383754323,38014.60984789785,158422.35748253268
LC,28208.51223778732,66929.88176333893,37133.467269410176,158613.92944612174
LC,29797.47338489375,66617.9033412529,37007.05859558113,161078.67034691575
LC,31475.939341957215,67514.10928739744,37543.63637462445,161471.24023399578
LC,33248.95183766941,68460.79774095763,37847.8960498682,159810.7464224369
LC,35121.836596947796,69128.63465050954,38083.462943149054,156340.7478548538
LC,37100.21933819748,66423.52026399021,37624.34170799496,158726.80368069094
LC,39190.04267168593,67531.5886739563,37626.138521678935,157402.78421495046
LC,41397.583949787615,69570.08933807518,38256.026439186644,156998.2106785831
LC,43729.47412271824,68344.34237957506,38534.4165719282,156609.1635791906
LC,46192.71765639585,69496.46245702123,38639.02682100371,153826.86078444708
LC,48794.713572258006,69308.823550737,39198.87030064851,151614.52384016925
LC,51543.27767223361,70517.36136439299,39959.17274472383,150156.0472678539
LC,54446.666015628194,70279.70513798865,40960.24735368602,147292.0704749489
LC,57513.599718442274,71456.99013737221,42051.47636463271,143382.68983635714
LC,60753.29114961297,72649.81790714162,42522.551539092965,143353.97525297498
LC,64175.47160286867,73600.40903656429,43534.721179446744,142340.9477452736
LC,67790.42052731394,74633.53524450467,43375.33021872589,142768.83275553086
LC,71608.99640454912,73865.46491792348,44466.85673259003,139421.96943194274
LC,75642.66936507098,74672.40033124648,45011.573773419885,143386.59061532613
LC,79903.5556419271,74326.81615551905,45478.39742295255,133598.225051283
LC,84404.45396511474,76702.96305376674,45737.69364895396,129764.43347290443
LC,89158.88400604555,76846.66529064889,47906.31102973453,127631.58248541928
LC,94181.12698755217,77662.980755241,47840.267107877204,127156.39064433635
LC,99486.26858142363,78861.13739041908,49136.291790990785,127096.57982325606
LC,105090.24422231964,80919.32831392689,50268.932241913695,128860.7232442976
LC,111009.88697418036,84248.11131952313,52136.49847330492,131521.28824046467
LC,117262.97809290876,83208.59944645672,53553.30153045559,134851.42654102723
LC,123868.3004372055,85286.53881933751,54847.48503063348,137443.94273000286
LC,130845.69488798986,85953.88402577963,56903.252395839125,139673.47383122708
LC,138216.11994587895,86795.75904857044,55966.10543505547,139663.1179376892
LC,146001.71468573905,88282.28405202263,57973.15732383381,145296.77462138946
LC,154225.86525741612,92131.44183607982,59560.48782041372,146261.01482932258
LC,162913.27513239108,95888.78112844094,61237.23127381394,150420.94227685372
LC,172090.03930737174,97347.81891762337,64356.0933908845,149208.4847665723
LC,181783.72268770734,98712.23275387722,65831.90834600074,153580.13825364452
LC,192023.44288607375,102561.29766313557,67452.27023425722,150294.85483561413
LC,202839.95768513661,103278.02220099534,69921.57673114719,154538.86099883067
LC,214265.75742691258,105146.66915862,74233.59318351078,159326.72104415207
LC,226335.16260633973,109805.54847241344,78016.07720775879,165593.58008973068
LC,239084.4269622149,114621.18046078784,80800.93308419868,171462.07269552338
LC,252551.84637514898,119360.19739780811,82366.74773936746,173085.38880863498
LC,266777.87389965414,122130.10189356703,85074.0091934339,177918.16421670944
LC,281805.2412758877,126058.59355504095,88862.30852688507,182641.218760608
LC,297679.08728604735,130495.06565532993,93741.1855766338,185502.9498932616
LC,314447.093340972,136740.21730024388,96619.81830947996,192090.45519098913
LC,332159.62670421787,144255.3881791086,101704.87042232927,201723.673351633
LC,350869.8917838262,152614.15044817288,105434.1653803905,211364.14607609628
LC,370634.08994621935,157987.2425301657,112192.83704831866,222035.87662985898
LC,391511.5883322841,164175.27460203238,117444.17656130392,229435.9321982523
LC,413565.09818271094,168523.304472847,119538.1476053901,245443.0849143056
LC,436860.8632082517,178090.78094003917,122362.68004599342,268118.13173874293
LC,461468.85857070895,187451.81213213174,126923.12417509222,276777.07213734323
LC,487463.00107235287,192572.94994183484,133683.60696089256,309020.45027132577
LC,514921.37118512567,198046.5228047556,142865.00553077465,330597.1712664013
LC,543926.4475865641,205534.7886323675,148753.94262314416,345927.9950878225
LC,574565.3549069184,217272.9598769405,154600.47912994854,358826.54106782575
LC,606930.1254316657,233841.02273664053,160194.50559262847,441867.65161627333
LC,641117.9755454864,244882.47665153397,167577.22273619717,502491.0712651488
LC,677231.5977481019,255345.49503592716,170584.42223056193,586716.6419996172
LC,715379.4691191075,266402.04063963133,177406.44114337233,701165.4650551891
LC,755676.1771583632,289216.2674891012,189849.2941207735,767513.0744258097
LC,798242.7639806941,304435.01407146174,201646.93665579834,829485.7894065896
LC,843207.0898987766,327097.76554990455,213258.11129339354,1058122.6787433736
LC,890704.2174863509,344751.31775375403,226477.87429520887,1198279.2709668917
LC,940876.8172753522,391368.5558340326,241745.47123202635,1316900.0666445596
LC,993875.5963056412,487500.8361720497,257532.9803050523,1484510.9835256394
LC,1049859.7508145561,536343.8431503036,276449.4554550054,1581627.8113434347
LC,1108997.4444260793,597731.4137897415,309926.8813416113,1696798.988707803
LC,1171466.3132759875,688636.6615940381,332736.28977518226,1849636.5352385517
LC,1237453.9995902644,800232.7506139997,352940.4816258973,2008586.7081774587
LC,1307158.7153195224,932261.85370947,376801.331777071,2074731.8409095625
LC,1380789.8375224848,1012882.100005703,419825.85623483383,2159793.274599145
LC,1458568.5372868625,1105537.360253168,458108.28763703164,2380727.9697057647
LC,1540728.444076845,1193245.0327791646,472167.9514925288,2411163.6878748606
LC,1627516.3475026898,1223211.6645464331,525787.2349375101,2489110.1431238335
LC,1719192.9386203927,1404943.2929763373,579191.0253031077,2538103.2754222774
LC,1816033.592988126,1523275.6519619792,703881.2526395407,2597385.7312614853
LC,1918329.197831573,1629825.8123663035,756388.6871024118,2705225.1423624735
LC,2026387.0258027695,1744431.9911382855,817015.9503946574,2739726.02739726
LC,2140531.6579570216,1857734.6783332406,1031690.5011952994,2804360.7810144774
LC,2261105.9587203506,1991535.9721184964,1047839.0938287517,2903031.4906340945
LC,2388472.1057759426,2056766.7626491159,1075118.531818133,2938281.3992096027
LC,2523012.677963281,2093418.8146015962,1185164.115600908,3021650.1231322424
LC,2665131.80445767,2236485.498444773,1376547.755883021,3131556.6968339966
LC,2815256.378682045,2388615.856826366,1445541.047944983,3191905.328087969
LC,2973837.340597398,2458467.268581403,1516852.2282559234,3241739.467183998
LC,3141351.0312235095,2489110.1431238335,1545634.1124587464,3381471.4090997567
LC,3318300.6234586537,2491839.2265331047,1620804.648467732,3437873.3315570992
LC,3505217.633496204,2536702.9203792377,1696798.988707803,3467195.9919214337
LC,3702663.5173779097,2554082.701197865,1774559.9091425326,3488149.0137258666
LC,3911231.357479761,2567015.1389717823,1788540.8189728411,3505881.1155713713
LC,4131547.6439960888,2610250.453531016,1839427.2023691824,3612879.916903762
LC,4364274.156773136,2651535.2389033255,1879522.6012592805,3618403.1986684273
LC,4610109.953144691,2674529.7842323096,1918253.6219026202,3646441.0735122524
LC,4869793.467740785,2705225.1423624735,1918253.6219026202,3760847.6950704693
LC,5144104.730576789,2719534.415708031,1955416.5037152916,3760847.6950704693
LC,5433867.710085632,2724814.20173162,1955416.5037152916,3808725.7907866924
LC,5739952.7881308375,2724814.20173162,1955416.5037152916,3819272.04674789
LC,6063279.374435077,2724814.20173162,1955416.5037152916,3819272.04674789
LC,6404818.668277143,2724814.20173162,1955416.5037152916,3819272.04674789
LC,6765596.57575294,2724814.20173162,1955416.5037152916,3819272.04674789
LC,7146696.791363283,2724814.20173162,1955416.5037152916,3819272.04674789
LC,7549264.0531848585,2724814.20173162,1955416.5037152916,3906440.7441769624
LC,7974507.581402173,2724814.20173162,1955416.5037152916,3906440.7441769624
LC,8423704.710528996,2724814.20173162,1955416.5037152916,3906440.7441769624
LC,8898204.726229856,2724814.20173162,1955416.5037152916,3906440.7441769624
LC,9399432.918266088,2724814.20173162,1955416.5037152916,3906440.7441769624
LC,9928894.861741118,2724814.20173162,1955416.5037152916,3906440.7441769624
LC,10488180.939504461,2724814.20173162,1955416.5037152916,3906440.7441769624
LC,11078971.119298859,2724814.20173162,1955416.5037152916,3906440.7441769624
LC,11703039.999999993,2724814.20173162,1955416.5037152916,3906440.7441769624
NT,214.90480000000002,84027.9645065878,24468.722855010583,185564.0451106194
NT,227.01020189600104,84027.9645065878,24468.722855010583,185564.0451106194
NT,239.79749063242468,84027.9645065878,24468.722855010583,185564.0451106194
NT,253.30507630644425,84027.9645065878,24468.722855010583,185564.0451106194
NT,267.57353262285346,84027.9645065878,24468.722855010583,185564.0451106194
NT,282.6457187682182,84027.9645065878,24468.722855010583,185564.0451106194
NT,298.5669081500901,84027.9645065878,24468.722855010583,185564.0451106194
NT,315.3849243879929,84027.9645065878,24468.722855010583,185564.0451106194
NT,333.1502849646598,84027.9645065878,24468.722855010583,185564.0451106194
NT,351.91635296902484,84027.9645065878,24468.722855010583,185564.0451106194
NT,371.739497386762,84027.9645065878,24468.722855010583,185564.0451106194
NT,392.67926241985657,84027.9645065878,24468.722855010583,185564.0451106194
NT,414.79854634379654,84027.9645065878,24468.722855010583,185564.0451106194
NT,438.1637904396411,84027.9645065878,24468.722855010583,185564.0451106194
NT,462.8451785684634,84027.9645065878,24468.722855010583,185564.0451106194
NT,488.91684798765556,84027.9645065878,24468.722855010583,185564.0451106194
NT,516.4571120423277,84027.9645065878,24468.722855010583,185564.0451106194
NT,545.5486954007282,84027.9645065878,24468.722855010583,185564.0451106194
NT,576.2789825402651,84027.9645065878,24468.722855010583,185564.0451106194
NT,608.7402802305376,84027.9645065878,24468.722855010583,185564.0451106194
NT,643.0300948018026,84027.9645065878,24468.722855010583,185564.0451106194
NT,679.2514250317438,84027.9645065878,24468.722855010583,185564.0451106194
NT,717.5130715302888,84027.9645065878,24468.722855010583,185564.0451106194
NT,757.9299635518178,84027.9645065878,24468.722855010583,185564.0451106194
NT,800.6235042164104,84027.9645065878,24468.722855010583,185564.0451106194
NT,845.7219351771156,84027.9645065878,24468.722855010583,185564.0451106194
NT,893.3607218286121,84027.9645065878,24468.722855010583,185564.0451106194
NT,943.6829602143388,84027.9645065878,24468.722855010583,185564.0451106194
NT,996.8398068543511,84027.9645065878,24468.722855010583,174561.68712433949
NT,1052.9909327850132,84027.9645065878,24468.722855010583,172686.96601952225
NT,1112.3050031743546,84027.9645065878,24468.722855010583,172686.96601952225
NT,1174.9601839537427,84027.9645065878,24468.722855010583,172686.96601952225
NT,1241.1446769876784,84027.9645065878,24468.722855010583,172686.96601952225
NT,1311.0572853892495,84027.9645065878,24468.722855010583,171342.89997858214
NT,1384.908010679316,80846.07249883201,24468.722855010583,171342.89997858214
NT,1462.9186835831524,62007.06923478225,24468.722855010583,171342.89997858214
NT,1545.3236303593194,52854.15852640969,24468.722855010583,171342.89997858214
NT,1632.370376662271,50680.64100874749,21085.732702389825,171342.89997858214
NT,1724.3203910529362,44188.994830968644,16178.732568083466,103751.85385794853
NT,1821.4498703906029,42588.44021967118,14749.634388524364,103737.9372229873
NT,1924.05056946525,42588.44021967118,14170.076341286289,103737.9372229873
NT,2032.4306773623564,42588.44021967118,14170.076341286289,103737.9372229873
NT,2146.915743192587,38249.675397658,14170.076341286289,103737.9372229873
NT,2267.8496539670227,38140.78801043121,14170.076341286289,103737.9372229873
NT,2395.5956675552607,38025.7670906645,10966.232715398563,103737.9372229873
NT,2530.5375038291586,37904.267141763856,7119.431270679162,103737.9372229873
NT,2673.0804972697642,37775.923205610314,7334.292755578236,97899.39660576743
NT,2823.6528144995923,37640.349766309075,8997.071595177043,93956.704750451
NT,2982.706740397441,37497.139592187756,10753.513331637669,93956.704750451
NT,3150.7200366589586,37345.86251256532,12608.893915098293,93956.704750451
NT,3328.197376883745,37186.06412561758,14170.076341286289,93956.704750451
NT,3515.671862499668,34317.76789979394,14170.076341286289,93956.704750451
NT,3713.706624077915,34454.06300321388,14170.076341286289,93956.704750451
NT,3922.896512848684,35928.362830729355,14170.076341286289,93956.704750451
NT,4143.869887498541,33750.904157378005,14170.076341286289,84027.9645065878
NT,4377.290501616543,34895.0415786724,14170.076341286289,84027.9645065878
NT,4623.859497458498,34424.90557069144,14896.022203441069,84027.9645065878
NT,4884.317512018323,36462.07478845032,16403.513526014976,80128.99204064853
NT,5159.446901732548,37323.31425394897,16829.986781412055,73425.07616039336
NT,5450.074092500496,34102.31055471349,17208.89004211741,67940.61620003493
NT,5757.072062079125,33592.750694955495,17609.13659646044,76855.90809598003
NT,6081.362962308935,33054.487768107145,18031.92869374999,86273.39068948319
NT,6423.920889047669,32485.904955173355,18478.53630496077,92977.78000137134
NT,6785.774808132018,31885.294363140514,18964.950765645048,87185.84428858077
NT,7168.011646156097,30802.268455057223,20011.055227862307,73916.8307745044
NT,7571.779555350939,30805.14536702959,21116.08585152566,63344.87541796695
NT,7998.291362371754,29872.741100391977,21075.8758808379,63822.2235202204
NT,8448.82821135242,29872.04353968222,19887.35468231949,64086.342817951656
NT,8924.743412170143,30229.008976981786,18631.885110521416,63561.11317615481
NT,9427.466505479399,30606.08196926148,17305.696021361164,63006.29780197021
NT,9958.50755672587,31004.395157738138,17862.378532780232,62420.23015662843
NT,10519.461692038481,30585.599689048584,19220.656999663708,61801.149826669505
NT,11112.013889624168,29940.489798298142,20655.44612023341,61147.19723606279
NT,11737.944041057948,29259.041424207073,20913.743565375335,60529.88858113774
NT,12399.132297671,29504.828579550605,20892.3192243503,60627.241221499506
NT,13097.564718096202,30873.192914441286,20920.79538112211,60730.077652066124
NT,13835.339233934994,32165.518519924502,20950.875575226622,60838.70677000668
NT,14614.67195146524,31869.018442737663,20982.65016070231,62832.10005115471
NT,15437.903808318573,31555.81677211717,21055.243918748667,65035.07464589219
NT,16307.507605123023,31224.97272172032,19847.170380245316,67362.14089812635
NT,17226.095433231596,31065.268005185593,20448.381697204728,69820.28878381828
NT,18196.426520848698,31858.902463781375,21063.52153910417,70575.52917392367
NT,19221.41552112196,32697.241666430415,21713.31167736012,70715.7296715179
NT,20304.14126709512,33582.803792779814,21953.497503142924,70946.84188712985
NT,21447.85601981985,34518.24886936266,21943.50723713651,71324.91803093601
NT,22655.99523740589,34981.93895924504,22575.81852128895,71724.29087759882
NT,23932.187894352937,35321.41930185782,23770.12588482367,70189.53298542004
NT,25280.2673821622,35680.02227915871,24123.20025954136,66735.35183281434
NT,26704.283023969358,36058.82505265461,24352.915467925977,63075.54072900159
NT,28208.51223778732,36199.56150687153,24595.57033572778,65352.23756165916
NT,29797.47338489375,36070.80587726681,24714.449680662434,69037.35484962129
NT,31475.939341957215,35934.79755417765,23938.797767266748,69660.97118051504
NT,33248.95183766941,36242.24529466638,24031.51900545154,68155.28083967407
NT,35121.836596947796,37217.30221567033,24079.99400088032,66875.82189570354
NT,37100.21933819748,38247.28325144614,23234.017998124687,67048.35911695292
NT,39190.04267168593,39209.17070303197,22349.135699504975,67803.54811524732
NT,41397.583949787615,38303.094974801745,22602.873158953094,68858.55301228337
NT,43729.47412271824,37204.5661538861,23181.28259019222,69951.98073930014
NT,46192.71765639585,37734.73649149687,23962.102399100066,70932.48496165016
NT,48794.713572258006,38187.179330592924,24346.98617829883,71968.22014055525
NT,51543.27767223361,38231.32243150544,24961.166074921435,73062.29738812735
NT,54446.666015628194,38277.95207519169,25257.128041838907,74040.05955750609
NT,57513.599718442274,38327.20832645995,25213.29819423246,75007.19095666106
NT,60753.29114961297,38151.829070222484,25289.052748922535,76028.80003278279
NT,64175.47160286867,37876.884921339646,26057.765142970584,76948.20149331786
NT,67790.42052731394,37586.453405859225,27448.773866459054,77716.17492835554
NT,71608.99640454912,37324.304321756346,28641.18755290948,78527.40764413791
NT,75642.66936507098,37420.94651063757,28425.06316929608,79279.51878474985
NT,79903.5556419271,38866.09786375194,28193.02927858201,79709.04236175689
NT,84404.45396511474,40696.24350607292,30611.985709628545,80162.7606311276
NT,89158.88400604555,42005.19837942974,31979.01812736353,80602.64168366774
NT,94181.12698755217,43911.58279483365,34460.38530178458,80497.67000293457
NT,99486.26858142363,52121.01183502307,35383.86962848614,78467.302181902
NT,105090.24422231964,53218.59577237932,36056.35590346536,76467.2151885125
NT,111009.88697418036,54205.29961499787,37479.15491573894,78234.45210326997
NT,117262.97809290876,55247.58363343021,39276.53039712705,76834.44073450437
NT,123868.3004372055,58499.505936213485,40169.70833210202,75675.80447816098
NT,130845.69488798986,65703.26447404448,41038.43184610214,75643.20580344097
NT,138216.11994587895,62099.84126482163,44374.507809180155,74665.91443848706
NT,146001.71468573905,62463.70976400687,50301.54061347312,79237.63523076008
NT,154225.86525741612,63072.70573693803,54681.34176370277,81254.78149687123
NT,162913.27513239108,66221.44097187305,58573.452379541595,83513.69293945635
NT,172090.03930737174,70971.4726020733,61647.31646561423,90452.8587627931
NT,181783.72268770734,76344.18895290283,65399.32465299117,100716.40705913262
NT,192023.44288607375,84123.12960855137,63693.77261333095,117842.85293453041
NT,202839.95768513661,89886.3217528114,62461.1267912681,115056.28241364486
NT,214265.75742691258,93663.93123966153,62012.90755276646,117436.56201391475
NT,226335.16260633973,91558.58081668762,62479.17016174802,120602.53940595454
NT,239084.4269622149,97053.28078001797,62971.696941054324,136639.02942758397
NT,252551.84637514898,92043.52813107839,63491.96732873068,125961.25430089355
NT,266777.87389965414,87895.14674037418,64614.34555707658,129385.55063545043
NT,281805.2412758877,116649.51703854483,65824.78448098566,182803.84604688548
NT,297679.08728604735,131182.06293724917,67103.40638472806,261113.691225744
NT,314447.093340972,140877.0888238626,82917.98727245751,364028.9615889586
NT,332159.62670421787,147769.32475087474,91738.36174578196,556833.3237696233
NT,350869.8917838262,152923.88372514083,91788.07687248831,489087.5246606018
NT,370634.08994621935,155976.02138191136,81423.75550386045,599779.6143644177
NT,391511.5883322841,161530.27975307524,81779.68218313328,716842.628451875
NT,413565.09818271094,167572.1434749318,86981.49755633669,846561.7411117277
NT,436860.8632082517,241170.88769531064,117931.19716995227,990319.6256591816
NT,461468.85857070895,364508.07252283674,133117.4443430106,1457933.6702760167
NT,487463.00107235287,407301.4529883834,161826.33023405337,1886164.6843690148
NT,514921.37118512567,328350.90157327586,182890.41731134022,1888939.7853219938
NT,543926.4475865641,359223.12323075044,190329.78372361933,1888939.7853219938
NT,574565.3549069184,391834.3504878484,198196.71556442798,1888939.7853219938
NT,606930.1254316657,443863.908060238,206533.58641849342,1888939.7853219938
NT,641117.9755454864,427323.0348481935,233947.70698338214,1888939.7853219938
NT,677231.5977481019,442673.5184407698,241248.70328821984,1888939.7853219938
NT,715379.4691191075,427323.0348481935,241248.70328821984,1888939.7853219938
NT,755676.1771583632,667302.2358300549,309683.17174341786,1888939.7853219938
NT,798242.7639806941,990319.6256591816,297536.130670357,2065955.6336027686
NT,843207.0898987766,990319.6256591816,337772.7094069842,2317174.9003614797
NT,890704.2174863509,990319.6256591816,335081.3409955267,2317174.9003614797
NT,940876.8172753522,990319.6256591816,335703.0725372758,2317174.9003614797
NT,993875.5963056412,990319.6256591816,399663.669906607,2317174.9003614797
NT,1049859.7508145561,1669497.8567821265,526137.0012692665,2317174.9003614797
NT,1108997.4444260793,1734905.7895053066,729461.4249995989,2508025.682182986
NT,1171466.3132759875,1709423.6250892107,818238.5369894959,2508025.682182986
NT,1237453.9995902644,1709423.6250892107,680441.8315127157,2508025.682182986
NT,1307158.7153195224,1709423.6250892107,760791.0001815592,2508025.682182986
NT,1380789.8375224848,1888939.7853219938,802787.3924021829,2508025.682182986
NT,1458568.5372868625,1888939.7853219938,818238.5369894959,2687251.0093986606
NT,1540728.444076845,1888939.7853219938,874655.9575114861,2687251.0093986606
NT,1627516.3475026898,1945294.9266278187,1204682.1594757624,2687251.0093986606
NT,1719192.9386203927,2065955.6336027686,1545868.5189440993,3249012.3878451874
NT,1816033.592988126,2249896.3252112847,1669497.8567821265,3371089.53613808
NT,1918329.197831573,2317174.9003614797,1669497.8567821265,3371089.53613808
NT,2026387.0258027695,2508025.682182986,1709423.6250892107,3371089.53613808
NT,2140531.6579570216,2508025.682182986,1709423.6250892107,3502350.9530772534
NT,2261105.9587203506,2646307.7391269836,1888939.7853219938,3502350.9530772534
NT,2388472.1057759426,2646307.7391269836,1888939.7853219938,3602078.39923636
NT,2523012.677963281,2646307.7391269836,1888939.7853219938,3602078.39923636
NT,2665131.80445767,2646307.7391269836,1888939.7853219938,3602078.39923636
NT,2815256.378682045,2646307.7391269836,1888939.7853219938,3602078.39923636
NT,2973837.340597398,2646307.7391269836,1888939.7853219938,3602078.39923636
NT,3141351.0312235095,2646307.7391269836,1888939.7853219938,3602078.39923636
NT,3318300.6234586537,2646307.7391269836,1888939.7853219938,3602078.39923636
NT,3505217.633496204,2646307.7391269836,1888939.7853219938,3602078.39923636
NT,3702663.5173779097,2646307.7391269836,1888939.7853219938,3602078.39923636
NT,3911231.357479761,2646307.7391269836,1888939.7853219938,3602078.39923636
