IUCN,Generations,median_Ne,lq_Ne,uq_Ne
CR,3318300.6234586537,1811472.6419884623,1501244.2957578823,2665433.9832074624
CR,3505217.633496204,1811472.6419884623,1501244.2957578823,2665433.9832074624
CR,3702663.5173779097,1811472.6419884623,1501244.2957578823,2665433.9832074624
CR,3911231.357479761,1944165.7599267112,1655460.1198634082,2665433.9832074624
CR,4131547.6439960888,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,4364274.156773136,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,4610109.953144691,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,4869793.467740785,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,5144104.730576789,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,5433867.710085632,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,5739952.7881308375,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,6063279.374435077,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,6404818.668277143,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,6765596.57575294,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,7146696.791363283,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,7549264.0531848585,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,7974507.581402173,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,8423704.710528996,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,8898204.726229856,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,9399432.918266088,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,9928894.861741118,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,10488180.939504461,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,11078971.119298859,1944165.7599267112,1655460.1198634082,3042250.2946729483
CR,11703039.999999993,1944165.7599267112,1655460.1198634082,3042250.2946729483
EN,214.90480000000002,24123.852139717987,8699.07873428367,88153.78616031924
EN,227.01020189600104,24123.852139717987,8699.07873428367,88153.78616031924
EN,239.79749063242468,24123.852139717987,8699.07873428367,88153.78616031924
EN,253.30507630644425,24123.852139717987,8699.07873428367,88153.78616031924
EN,267.57353262285346,24123.852139717987,8699.07873428367,88153.78616031924
EN,282.6457187682182,24123.852139717987,8699.07873428367,88153.78616031924
EN,298.5669081500901,24123.852139717987,8699.07873428367,88153.78616031924
