species,lineage,IUCN_status,captivity_flag,left_time_boundary_0,right_time_boundary_0,lambda_0,left_time_boundary_1,right_time_boundary_1,lambda_1,left_time_boundary_2,right_time_boundary_2,lambda_2,left_time_boundary_3,right_time_boundary_3,lambda_3,left_time_boundary_4,right_time_boundary_4,lambda_4,left_time_boundary_5,right_time_boundary_5,lambda_5,left_time_boundary_6,right_time_boundary_6,lambda_6,left_time_boundary_7,right_time_boundary_7,lambda_7,left_time_boundary_8,right_time_boundary_8,lambda_8,left_time_boundary_9,right_time_boundary_9,lambda_9,left_time_boundary_10,right_time_boundary_10,lambda_10,left_time_boundary_11,right_time_boundary_11,lambda_11,left_time_boundary_12,right_time_boundary_12,lambda_12,left_time_boundary_13,right_time_boundary_13,lambda_13,left_time_boundary_14,right_time_boundary_14,lambda_14,left_time_boundary_15,right_time_boundary_15,lambda_15,left_time_boundary_16,right_time_boundary_16,lambda_16,left_time_boundary_17,right_time_boundary_17,lambda_17,left_time_boundary_18,right_time_boundary_18,lambda_18,left_time_boundary_19,right_time_boundary_19,lambda_19,left_time_boundary_20,right_time_boundary_20,lambda_20,left_time_boundary_21,right_time_boundary_21,lambda_21,left_time_boundary_22,right_time_boundary_22,lambda_22,left_time_boundary_23,right_time_boundary_23,lambda_23,left_time_boundary_24,right_time_boundary_24,lambda_24,left_time_boundary_25,right_time_boundary_25,lambda_25,left_time_boundary_26,right_time_boundary_26,lambda_26,left_time_boundary_27,right_time_boundary_27,lambda_27,left_time_boundary_28,right_time_boundary_28,lambda_28,left_time_boundary_29,right_time_boundary_29,lambda_29,left_time_boundary_30,right_time_boundary_30,lambda_30,left_time_boundary_31,right_time_boundary_31,lambda_31
Poromitra_crassiceps,Ray-finned fishes,LC,no,0.0,3.94519e-05,734.471,3.94519e-05,8.56007e-05,734.471,8.56007e-05,0.000139583,606.294,0.000139583,0.000202729,825.812,0.000202729,0.000276595,836.512,0.000276595,0.000362998,763.577,0.000362998,0.000464069,668.64,0.000464069,0.000582297,595.061,0.000582297,0.000720593,547.21,0.000720593,0.000882366,510.752,0.000882366,0.0010716,470.948,0.0010716,0.00129295,431.418,0.00129295,0.00155189,394.447,0.00155189,0.00185477,357.636,0.00185477,0.00220907,321.352,0.00220907,0.00262351,289.194,0.00262351,0.0031083,264.239,0.0031083,0.00367539,245.529,0.00367539,0.00433874,228.532,0.00433874,0.00511469,208.875,0.00511469,0.00602236,185.634,0.00602236,0.00708411,160.27,0.00708411,0.00832609,134.412,0.00832609,0.00977889,110.248,0.00977889,0.0114783,90.2776,0.0114783,0.0134662,76.1371,0.0134662,0.0157915,68.9533,0.0157915,0.0185116,112.0,0.0185116,0.0216934,112.0,0.0216934,0.0254153,4.38026,0.0254153,0.029769,4.38026,0.029769,inf,4.38026
Porphyrio_hochstetteri,Birds,EN,likely,0.0,9.02037e-06,5884.89,9.02037e-06,1.95719e-05,5884.89,1.95719e-05,3.19146e-05,9197.52,3.19146e-05,4.63525e-05,7408.16,4.63525e-05,6.32412e-05,4924.87,6.32412e-05,8.29968e-05,3532.33,8.29968e-05,0.000106106,2863.78,0.000106106,0.000133138,2595.28,0.000133138,0.000164758,2559.82,0.000164758,0.000201746,2622.86,0.000201746,0.000245013,2699.77,0.000245013,0.000295624,2739.35,0.000295624,0.000354827,2719.1,0.000354827,0.000424079,2642.77,0.000424079,0.000505087,2512.44,0.000505087,0.000599846,2332.36,0.000599846,0.00071069,2130.13,0.00071069,0.00084035,1932.99,0.00084035,0.000992019,1747.7,0.000992019,0.00116943,1576.77,0.00116943,0.00137697,1419.55,0.00137697,0.00161973,1258.65,0.00161973,0.0019037,1060.2,0.0019037,0.00223587,799.827,0.00223587,0.00262443,508.985,0.00262443,0.00307894,273.47,0.00307894,0.00361062,143.013,0.00361062,0.00423254,130.7,0.00423254,0.00496003,130.7,0.00496003,0.00581102,22.393,0.00581102,0.00680646,22.393,0.00680646,inf,22.393
Pristipomoides_typus,Ray-finned fishes,LC,no,0.0,2.37254e-05,481.714,2.37254e-05,5.14782e-05,481.714,5.14782e-05,8.3942e-05,619.761,8.3942e-05,0.000121917,801.462,0.000121917,0.000166337,869.186,0.000166337,0.000218299,850.964,0.000218299,0.00027908,883.629,0.00027908,0.000350179,976.417,0.000350179,0.000433348,1050.0,0.000433348,0.000530634,1050.62,0.000530634,0.000644434,999.894,0.000644434,0.000777552,914.304,0.000777552,0.000933267,810.311,0.000933267,0.00111541,706.853,0.00111541,0.00132848,614.998,0.00132848,0.00157772,543.572,0.00157772,0.00186926,495.16,0.00186926,0.00221029,462.972,0.00221029,0.00260921,436.677,0.00260921,0.00307585,410.435,0.00307585,0.0036217,383.067,0.0036217,0.00426021,355.311,0.00426021,0.00500711,327.135,0.00500711,0.00588079,296.826,0.00588079,0.00690278,260.342,0.00690278,0.00809825,214.578,0.00809825,0.00949666,168.652,0.00949666,0.0111324,208.404,0.0111324,0.0130459,208.404,0.0130459,0.0152842,12.0544,0.0152842,0.0179024,12.0544,0.0179024,inf,12.0544
Pristis_pectinata,Cartilaginous fishes,CR,no,0.0,9.14216e-06,447.637,9.14216e-06,1.98362e-05,447.637,1.98362e-05,3.23456e-05,4485.67,3.23456e-05,4.69784e-05,4138.86,4.69784e-05,6.40951e-05,4318.51,6.40951e-05,8.41174e-05,4741.75,8.41174e-05,0.000107539,4788.79,0.000107539,0.000134935,4332.18,0.000134935,0.000166983,3708.96,0.000166983,0.00020447,3231.45,0.00020447,0.000248321,3032.12,0.000248321,0.000299616,3016.06,0.000299616,0.000359618,2942.43,0.000359618,0.000429805,2627.13,0.000429805,0.000511907,2166.18,0.000511907,0.000607945,1749.28,0.000607945,0.000720286,1445.87,0.000720286,0.000851696,1228.49,0.000851696,0.00100541,1058.78,0.00100541,0.00118523,919.451,0.00118523,0.00139556,798.156,0.00139556,0.0016416,668.567,0.0016416,0.0019294,519.897,0.0019294,0.00226606,368.827,0.00226606,0.00265986,241.622,0.00265986,0.00312052,158.426,0.00312052,0.00365937,121.79,0.00365937,0.00428969,259.344,0.00428969,0.005027,259.344,0.005027,0.00588948,29.4865,0.00588948,0.00689836,29.4865,0.00689836,inf,29.4865
Protomyctophum_bolini,Ray-finned fishes,LC,no,0.0,5.45823e-05,695.922,5.45823e-05,0.00011843,695.922,0.00011843,0.000193116,190.338,0.000193116,0.000280479,265.969,0.000280479,0.000382673,354.061,0.000382673,0.000502214,377.076,0.000502214,0.000642047,351.717,0.000642047,0.000805617,340.134,0.000805617,0.000996952,357.071,0.000996952,0.00122077,393.919,0.00122077,0.00148257,431.523,0.00148257,0.00178882,449.676,0.00178882,0.00214706,438.362,0.00214706,0.0025661,400.7,0.0025661,0.00305628,347.923,0.00305628,0.00362967,292.824,0.00362967,0.00430039,243.269,0.00430039,0.00508496,201.897,0.00508496,0.00600271,169.487,0.00600271,0.00707626,145.979,0.00707626,0.00833203,129.863,0.00833203,0.00980098,117.937,0.00980098,0.0115193,105.968,0.0115193,0.0135293,90.8956,0.0135293,0.0158804,73.5713,0.0158804,0.0186307,58.2983,0.0186307,0.0218479,47.8994,0.0218479,0.0256111,47.0974,0.0256111,0.0300132,47.0974,0.0300132,0.0351625,5.71713,0.0351625,0.0411859,5.71713,0.0411859,inf,5.71713
Protomyctophum_parallelum,Ray-finned fishes,LC,no,0.0,5.01077e-05,739.834,5.01077e-05,0.000108721,739.834,0.000108721,0.000177284,416.972,0.000177284,0.000257486,475.188,0.000257486,0.000351302,474.229,0.000351302,0.000461043,514.444,0.000461043,0.000589413,550.017,0.000589413,0.000739574,568.541,0.000739574,0.000915224,555.924,0.000915224,0.00112069,521.289,0.00112069,0.00136104,484.348,0.00136104,0.00164218,453.509,0.00164218,0.00197105,427.145,0.00197105,0.00235574,401.535,0.00235574,0.00280573,372.044,0.00280573,0.00333212,332.083,0.00333212,0.00394785,279.856,0.00394785,0.00466811,222.267,0.00466811,0.00551062,168.192,0.00551062,0.00649616,123.715,0.00649616,0.00764899,91.3059,0.00764899,0.00899751,69.7958,0.00899751,0.0105749,56.0822,0.0105749,0.0124202,47.3162,0.0124202,0.0145786,42.0096,0.0145786,0.0171034,39.9433,0.0171034,0.0200568,42.476,0.0200568,0.0235116,85.1699,0.0235116,0.0275528,85.1699,0.0275528,0.0322799,3.58147,0.0322799,0.0378096,3.58147,0.0378096,inf,3.58147
Pseudophryne_corroboree,Amphibians,LC,likely,0.0,1.69464e-05,13794.0,1.69464e-05,3.67695e-05,13794.0,3.67695e-05,5.99575e-05,5558.76,5.99575e-05,8.70817e-05,5407.11,8.70817e-05,0.00011881,3587.65,0.00011881,0.000155925,2715.31,0.000155925,0.000199339,1619.56,0.000199339,0.000250123,1042.25,0.000250123,0.000309528,855.592,0.000309528,0.000379017,831.469,0.000379017,0.000460302,869.507,0.000460302,0.000555384,934.507,0.000555384,0.000666607,1007.4,0.000666607,0.00079671,1044.47,0.00079671,0.000948898,992.399,0.000948898,0.00112692,853.726,0.00112692,0.00133516,683.46,0.00133516,0.00157875,529.043,0.00157875,0.00186369,407.923,0.00186369,0.002197,318.116,0.002197,0.00258688,252.098,0.00258688,0.00304295,201.775,0.00304295,0.00357644,161.11,0.00357644,0.00420049,127.73,0.00420049,0.00493047,103.024,0.00493047,0.00578436,89.7823,0.00578436,0.0067832,91.7067,0.0067832,0.00795159,213.971,0.00795159,0.00931832,213.971,0.00931832,0.0109171,25.8152,0.0109171,0.0127872,25.8152,0.0127872,inf,25.8152
Pseudopipra_pipra,,,,0.0,5.94925e-05,282.144,5.94925e-05,0.000129084,282.144,0.000129084,0.000210488,56.2316,0.000210488,0.000305711,70.2772,0.000305711,0.000417098,82.1478,0.000417098,0.000547393,106.152,0.000547393,0.000699806,131.43,0.000699806,0.00087809,154.512,0.00087809,0.00108664,174.879,0.00108664,0.00133059,202.057,0.00133059,0.00161595,236.906,0.00161595,0.00194975,273.598,0.00194975,0.00234021,307.933,0.00234021,0.00279695,338.002,0.00279695,0.00333123,360.825,0.00333123,0.0039562,372.668,0.0039562,0.00468725,372.085,0.00468725,0.00554241,362.185,0.00554241,0.00654272,347.797,0.00654272,0.00771284,330.316,0.00771284,0.00908159,308.434,0.00908159,0.0106827,281.753,0.0106827,0.0125556,249.447,0.0125556,0.0147464,208.296,0.0147464,0.017309,154.327,0.017309,0.0203067,96.5757,0.0203067,0.0238133,57.171,0.0238133,0.0279151,64.1766,0.0279151,0.0327132,64.1766,0.0327132,0.0383257,12.4737,0.0383257,0.044891,12.4737,0.044891,inf,12.4737
Pseudorca_crassidens,Mammals,NT,no,0.0,1.48793e-05,1039.39,1.48793e-05,3.22843e-05,1039.39,3.22843e-05,5.26438e-05,1077.47,5.26438e-05,7.64593e-05,1208.25,7.64593e-05,0.000104318,1731.62,0.000104318,0.000136905,2392.13,0.000136905,0.000175023,2832.31,0.000175023,0.000219613,2573.0,0.000219613,0.000271771,2028.22,0.000271771,0.000332784,1664.76,0.000332784,0.000404153,1608.86,0.000404153,0.000487637,1818.19,0.000487637,0.000585293,2208.01,0.000585293,0.000699526,2622.97,0.000699526,0.00083315,2832.44,0.00083315,0.000989456,2675.47,0.000989456,0.0011723,2233.8,0.0011723,0.00138617,1748.14,0.00138617,0.00163635,1374.45,0.00163635,0.001929,1018.94,0.001929,0.00227133,547.975,0.00227133,0.00267177,199.784,0.00267177,0.00314018,65.631,0.00314018,0.00368811,26.2649,0.00368811,0.00432904,14.1822,0.00432904,0.00507877,12.6314,0.00507877,0.00595577,22.1345,0.00595577,0.00698165,198.17,0.00698165,0.00818166,198.17,0.00818166,0.00958537,48.8855,0.00958537,0.0112274,48.8855,0.0112274,inf,48.8855
Psittacula_echo,Birds,VU,no,0.0,1.87209e-05,1929.26,1.87209e-05,4.06197e-05,1929.26,4.06197e-05,6.62358e-05,843.246,6.62358e-05,9.62002e-05,1235.52,9.62002e-05,0.000131251,1349.28,0.000131251,0.000172252,1222.85,0.000172252,0.000220213,1141.18,0.000220213,0.000276314,1218.71,0.000276314,0.00034194,1469.45,0.00034194,0.000418705,1892.5,0.000418705,0.000508501,2407.84,0.000508501,0.00061354,2813.64,0.00061354,0.000736409,2879.78,0.000736409,0.000880135,2556.21,0.000880135,0.00104826,2019.79,0.00104826,0.00124492,1518.2,0.00124492,0.00147497,1205.24,0.00147497,0.00174407,1057.94,0.00174407,0.00205884,937.063,0.00205884,0.00242705,689.366,0.00242705,0.00285776,378.756,0.00285776,0.00336159,164.158,0.00336159,0.00395094,64.4734,0.00395094,0.00464033,28.1333,0.00464033,0.00544675,15.0428,0.00544675,0.00639005,11.2608,0.00639005,0.00749349,14.9389,0.00749349,0.00878423,135.083,0.00878423,0.0102941,135.083,0.0102941,0.0120602,45.3174,0.0120602,0.0141261,45.3174,0.0141261,inf,45.3174
Pterocles_gutturalis,Birds,LC,no,0.0,1.73133e-05,44.2003,1.73133e-05,3.75655e-05,44.2003,3.75655e-05,6.12556e-05,480.048,6.12556e-05,8.8967e-05,636.57,8.8967e-05,0.000121383,699.733,0.000121383,0.0001593,878.249,0.0001593,0.000203655,1182.24,0.000203655,0.000255539,1528.82,0.000255539,0.00031623,1715.91,0.00031623,0.000387223,1607.11,0.000387223,0.000470267,1342.2,0.000470267,0.000567409,1123.27,0.000567409,0.00068104,1014.28,0.00068104,0.000813959,982.486,0.000813959,0.000969442,979.021,0.000969442,0.00115132,967.886,0.00115132,0.00136407,925.007,0.00136407,0.00161293,847.584,0.00161293,0.00190404,749.824,0.00190404,0.00224456,652.316,0.00224456,0.00264289,573.572,0.00264289,0.00310884,514.074,0.00310884,0.00365387,461.146,0.00365387,0.00429143,404.332,0.00429143,0.00503721,340.757,0.00503721,0.00590959,281.023,0.00590959,0.00693006,251.522,0.00693006,0.00812375,612.85,0.00812375,0.00952007,612.85,0.00952007,0.0111534,16.1995,0.0111534,0.013064,16.1995,0.013064,inf,16.1995
Pungitius_pungitius,Ray-finned fishes,LC,no,0.0,3.55532e-05,872.196,3.55532e-05,7.71416e-05,872.196,7.71416e-05,0.00012579,1209.86,0.00012579,0.000182696,1678.86,0.000182696,0.000249261,1603.87,0.000249261,0.000327127,1326.57,0.000327127,0.000418209,1077.4,0.000418209,0.000524754,897.179,0.000524754,0.000649384,748.99,0.000649384,0.00079517,619.767,0.00079517,0.000965703,501.992,0.000965703,0.00116518,410.797,0.00116518,0.00139853,355.044,0.00139853,0.00167148,322.859,0.00167148,0.00199077,307.375,0.00199077,0.00236425,303.795,0.00236425,0.00280114,307.098,0.00280114,0.00331218,312.817,0.00331218,0.00390998,317.294,0.00390998,0.00460925,317.296,0.00460925,0.00542723,305.678,0.00542723,0.00638405,271.828,0.00638405,0.0075033,212.476,0.0075033,0.00881253,143.894,0.00881253,0.010344,90.465,0.010344,0.0121355,60.2611,0.0121355,0.014231,48.563,0.014231,0.0166823,60.4662,0.0166823,0.0195496,60.4662,0.0195496,0.0229038,37.1608,0.0229038,0.0268272,37.1608,0.0268272,inf,37.1608
Raja_brachyura,Cartilaginous fishes,NT,no,0.0,2.58846e-05,789.256,2.58846e-05,5.61631e-05,789.256,5.61631e-05,9.15813e-05,831.92,9.15813e-05,0.000133012,1240.02,0.000133012,0.000181475,1411.29,0.000181475,0.000238165,1302.72,0.000238165,0.000304478,1151.77,0.000304478,0.000382048,1103.14,0.000382048,0.000472785,1119.99,0.000472785,0.000578925,1162.78,0.000578925,0.000703082,1190.39,0.000703082,0.000848315,1166.77,0.000848315,0.0010182,1078.52,0.0010182,0.00121692,950.376,0.00121692,0.00144938,821.839,0.00144938,0.0017213,713.196,0.0017213,0.00203937,625.629,0.00203937,0.00241144,548.686,0.00241144,0.00284667,472.488,0.00284667,0.00335578,396.283,0.00335578,0.0039513,324.019,0.0039513,0.00464792,258.112,0.00464792,0.00546279,201.606,0.00546279,0.00641598,158.883,0.00641598,0.00753098,129.819,0.00753098,0.00883525,111.237,0.00883525,0.0103609,100.527,0.0103609,0.0121456,101.268,0.0121456,0.0142332,101.268,0.0142332,0.0166751,26.3085,0.0166751,0.0195316,26.3085,0.0195316,inf,26.3085
Rana_temporaria,Amphibians,LC,no,0.0,3.27787e-05,935.078,3.27787e-05,7.11215e-05,935.078,7.11215e-05,0.000115973,2143.16,0.000115973,0.000168438,1292.64,0.000168438,0.000229809,1095.64,0.000229809,0.000301598,1012.54,0.000301598,0.000385573,1000.39,0.000385573,0.000483802,1005.7,0.000483802,0.000598706,948.117,0.000598706,0.000733116,823.055,0.000733116,0.000890341,684.115,0.000890341,0.00107425,562.211,0.00107425,0.00128939,463.062,0.00128939,0.00154104,385.89,0.00154104,0.00183541,327.292,0.00183541,0.00217975,282.679,0.00217975,0.00258254,247.593,0.00258254,0.00305371,218.8,0.00305371,0.00360485,194.364,0.00360485,0.00424955,173.099,0.00424955,0.00500369,154.509,0.00500369,0.00588585,138.488,0.00588585,0.00691775,125.064,0.00691775,0.00812481,114.421,0.00812481,0.00953678,106.995,0.00953678,0.0111884,103.836,0.0111884,0.0131204,108.02,0.0131204,0.0153804,174.683,0.0153804,0.018024,174.683,0.018024,0.0211164,14.5366,0.0211164,0.0247336,14.5366,0.0247336,inf,14.5366
Ranitomeya_imitator,Amphibians,LC,yes,0.0,2.77393e-05,3174.43,2.77393e-05,6.01873e-05,3174.43,6.01873e-05,9.81434e-05,3037.69,9.81434e-05,0.000142543,1882.21,0.000142543,0.000194478,1379.15,0.000194478,0.00025523,1074.46,0.00025523,0.000326295,899.114,0.000326295,0.000409423,803.911,0.000409423,0.000506662,748.342,0.000506662,0.000620407,709.029,0.000620407,0.00075346,681.041,0.00075346,0.000909099,667.598,0.000909099,0.00109116,673.798,0.00109116,0.00130412,698.752,0.00130412,0.00155324,726.184,0.00155324,0.00184464,724.237,0.00184464,0.0021855,664.891,0.0021855,0.00258423,551.49,0.00258423,0.00305064,418.147,0.00305064,0.00359623,299.005,0.00359623,0.00423443,208.424,0.00423443,0.00498096,145.164,0.00498096,0.00585422,102.641,0.00585422,0.00687571,74.8208,0.00687571,0.0080706,57.4486,0.0080706,0.00946832,48.6834,0.00946832,0.0111033,49.8428,0.0111033,0.0130158,122.723,0.0130158,0.015253,122.723,0.015253,0.0178699,20.446,0.0178699,0.0209311,20.446,0.0209311,inf,20.446
Rattus_norvegicus,Mammals,LC,yes,0.0,2.05567e-05,3491.92,2.05567e-05,4.46028e-05,3491.92,4.46028e-05,7.27308e-05,239.848,7.27308e-05,0.000105634,396.407,0.000105634,0.000144122,426.477,0.000144122,0.000189143,562.239,0.000189143,0.000241806,729.836,0.000241806,0.00030341,896.11,0.00030341,0.00037547,1021.52,0.00037547,0.000459763,1086.32,0.000459763,0.000558364,1101.98,0.000558364,0.000673703,1067.46,0.000673703,0.000808621,992.568,0.000808621,0.000966441,903.196,0.000966441,0.00115105,827.387,0.00115105,0.001367,776.855,0.001367,0.0016196,740.505,0.0016196,0.00191509,700.739,0.00191509,0.00226073,644.825,0.00226073,0.00266505,569.463,0.00266505,0.00313799,479.989,0.00313799,0.00369122,389.402,0.00369122,0.00433837,309.797,0.00433837,0.00509536,242.933,0.00509536,0.00598085,184.71,0.00598085,0.00701666,138.279,0.00701666,0.00822829,114.893,0.00822829,0.0096456,244.417,0.0096456,0.0113035,244.417,0.0113035,0.0132428,15.8187,0.0132428,0.0155113,15.8187,0.0155113,inf,15.8187
Rhamphochromis_sp.,,,,0.0,1.41052e-05,893.733,1.41052e-05,3.06048e-05,893.733,3.06048e-05,4.99051e-05,313.959,4.99051e-05,7.24817e-05,558.847,7.24817e-05,9.88907e-05,850.836,9.88907e-05,0.000129783,760.184,0.000129783,0.000165918,639.237,0.000165918,0.000208188,649.04,0.000208188,0.000257633,809.533,0.000257633,0.000315472,1108.87,0.000315472,0.000383128,1518.34,0.000383128,0.000462269,1949.61,0.000462269,0.000554845,2282.62,0.000554845,0.000663135,2371.57,0.000663135,0.000789807,2139.7,0.000789807,0.000937982,1711.05,0.000937982,0.00111131,1276.14,0.00111131,0.00131406,931.608,0.00131406,0.00155123,688.764,0.00155123,0.00182865,524.311,0.00182865,0.00215317,412.659,0.00215317,0.00253278,330.29,0.00253278,0.00297682,263.72,0.00297682,0.00349624,212.216,0.00349624,0.00410383,174.296,0.00410383,0.00481456,147.486,0.00481456,0.00564594,135.715,0.00564594,0.00661844,264.043,0.00661844,0.00775603,264.043,0.00775603,0.00908672,13.127,0.00908672,0.0106433,13.127,0.0106433,inf,13.127
Rhea_pennata,Birds,NT,yes,0.0,3.15172e-05,857.318,3.15172e-05,6.83845e-05,857.318,6.83845e-05,0.00011151,142.062,0.00011151,0.000161956,286.938,0.000161956,0.000220965,312.082,0.000220965,0.000289991,344.318,0.000289991,0.000370735,353.142,0.000370735,0.000465184,361.905,0.000465184,0.000575666,349.386,0.000575666,0.000704903,341.581,0.000704903,0.000856077,364.794,0.000856077,0.00103291,432.229,0.00103291,0.00123977,546.536,0.00123977,0.00148174,695.99,0.00148174,0.00176478,853.203,0.00176478,0.00209586,977.084,0.00209586,0.00248315,1024.03,0.00248315,0.00293619,972.715,0.00293619,0.00346612,845.305,0.00346612,0.00408601,683.57,0.00408601,0.00481113,518.468,0.00481113,0.00565934,362.853,0.00565934,0.00665153,227.929,0.00665153,0.00781214,130.086,0.00781214,0.00916977,69.9591,0.00916977,0.0107579,40.2375,0.0107579,0.0126155,33.0199,0.0126155,0.0147885,168.838,0.0147885,0.0173304,168.838,0.0173304,0.0203037,13.7501,0.0203037,0.0237818,13.7501,0.0237818,inf,13.7501
Rhinatrema_bivittatum,Amphibians,LC,no,0.0,2.4818e-05,4.41315,2.4818e-05,5.38489e-05,4.41315,5.38489e-05,8.78078e-05,146.707,8.78078e-05,0.000127531,311.698,0.000127531,0.000173998,463.42,0.000173998,0.000228352,565.44,0.000228352,0.000291933,615.339,0.000291933,0.000366306,638.205,0.000366306,0.000453305,688.136,0.000453305,0.000555071,801.752,0.000555071,0.000674113,968.505,0.000674113,0.000813361,1134.89,0.000813361,0.000976247,1223.05,0.000976247,0.00116678,1190.45,0.00116678,0.00138966,1064.58,0.00138966,0.00165038,901.418,0.00165038,0.00195534,739.056,0.00195534,0.00231208,594.221,0.00231208,0.00272938,474.575,0.00272938,0.00321751,382.334,0.00321751,0.0037885,313.846,0.0037885,0.00445641,261.14,0.00445641,0.0052377,216.559,0.0052377,0.00615162,177.128,0.00615162,0.00722068,144.158,0.00722068,0.0084712,121.491,0.0084712,0.00993401,116.231,0.00993401,0.0116451,286.9,0.0116451,0.0136467,286.9,0.0136467,0.015988,9.81276,0.015988,0.0187268,9.81276,0.0187268,inf,9.81276
Rhineura_floridana,Lepidosauria,LC,no,0.0,6.91728e-06,23935.2,6.91728e-06,1.50088e-05,23935.2,1.50088e-05,2.44738e-05,17841.3,2.44738e-05,3.55455e-05,3906.81,3.55455e-05,4.84966e-05,3209.3,4.84966e-05,6.36462e-05,2139.65,6.36462e-05,8.13674e-05,2327.22,8.13674e-05,0.000102097,3432.05,0.000102097,0.000126345,4953.79,0.000126345,0.000154709,6422.29,0.000154709,0.000187889,7385.29,0.000187889,0.0002267,7393.72,0.0002267,0.000272099,6198.39,0.000272099,0.000325206,4446.29,0.000325206,0.000387327,3038.66,0.000387327,0.000459992,2187.45,0.000459992,0.000544993,1719.29,0.000544993,0.000644423,1454.41,0.000644423,0.000760731,1304.89,0.000760731,0.000896783,1237.43,0.000896783,0.00105593,1206.52,0.00105593,0.00124209,1151.82,0.00124209,0.00145985,1011.15,0.00145985,0.00171458,750.83,0.00171458,0.00201255,447.366,0.00201255,0.00236109,233.956,0.00236109,0.00276881,132.19,0.00276881,0.00324573,109.48,0.00324573,0.00380361,109.48,0.00380361,0.00445619,42.9064,0.00445619,0.00521954,42.9064,0.00521954,inf,42.9064
Rhinolophus_affinis,Mammals,LC,no,0.0,4.90315e-05,458.114,4.90315e-05,0.000106386,458.114,0.000106386,0.000173477,335.636,0.000173477,0.000251956,420.156,0.000251956,0.000343757,322.603,0.000343757,0.000451141,265.958,0.000451141,0.000576754,279.301,0.000576754,0.000723689,335.118,0.000723689,0.000895567,400.317,0.000895567,0.00109662,443.988,0.00109662,0.0013318,451.563,0.0013318,0.00160691,433.41,0.00160691,0.00192871,407.486,0.00192871,0.00230514,382.492,0.00230514,0.00274547,359.794,0.00274547,0.00326055,340.177,0.00326055,0.00386306,323.238,0.00386306,0.00456784,305.551,0.00456784,0.00539227,284.806,0.00539227,0.00635663,264.957,0.00635663,0.0074847,253.454,0.0074847,0.00880426,254.062,0.00880426,0.0103478,263.315,0.0103478,0.0121534,267.44,0.0121534,0.0142655,243.232,0.0142655,0.016736,188.002,0.016736,0.019626,139.356,0.019626,0.0230066,150.843,0.0230066,0.026961,150.843,0.026961,0.0315866,10.4732,0.0315866,0.0369975,10.4732,0.0369975,inf,10.4732
Rhinolophus_ferrumequinum,Mammals,LC,no,0.0,1.39295e-05,19189.8,1.39295e-05,3.02234e-05,19189.8,3.02234e-05,4.92833e-05,8144.97,4.92833e-05,7.15786e-05,2408.02,7.15786e-05,9.76586e-05,1495.37,9.76586e-05,0.000128166,1168.23,0.000128166,0.000163851,959.377,0.000163851,0.000205594,782.37,0.000205594,0.000254423,632.245,0.000254423,0.000311541,535.938,0.000311541,0.000378355,493.774,0.000378355,0.00045651,501.042,0.00045651,0.000547932,527.828,0.000547932,0.000654873,554.568,0.000654873,0.000779967,573.65,0.000779967,0.000926296,585.997,0.000926296,0.00109746,593.054,0.00109746,0.00129769,591.283,0.00129769,0.0015319,580.338,0.0015319,0.00180587,562.127,0.00180587,0.00212634,533.205,0.00212634,0.00250122,485.077,0.00250122,0.00293973,413.602,0.00293973,0.00345268,331.385,0.00345268,0.0040527,262.522,0.0040527,0.00475458,225.255,0.00475458,0.0055756,237.421,0.0055756,0.00653598,952.22,0.00653598,0.0076594,952.22,0.0076594,0.00897351,16.8944,0.00897351,0.0105107,16.8944,0.0105107,inf,16.8944
Rhinolophus_hipposideros,Mammals,LC,no,0.0,1.95129e-05,2654.45,1.95129e-05,4.23382e-05,2654.45,4.23382e-05,6.9038e-05,2401.24,6.9038e-05,0.00010027,2298.6,0.00010027,0.000136804,2808.41,0.000136804,0.000179539,3358.31,0.000179539,0.000229529,3416.78,0.000229529,0.000288005,2647.45,0.000288005,0.000356406,1574.37,0.000356406,0.000436419,880.466,0.000436419,0.000530014,562.94,0.000530014,0.000639497,445.891,0.000639497,0.000767564,417.988,0.000767564,0.000917371,421.895,0.000917371,0.00109261,432.284,0.00109261,0.00129759,441.432,0.00129759,0.00153737,449.169,0.00153737,0.00181785,453.834,0.00181785,0.00214594,450.931,0.00214594,0.00252973,438.308,0.00252973,0.00297867,418.736,0.00297867,0.00350381,397.631,0.00350381,0.00411809,378.815,0.00411809,0.00483665,361.708,0.00483665,0.00567718,344.273,0.00567718,0.0066604,329.469,0.0066604,0.00781051,329.298,0.00781051,0.00915586,581.984,0.00915586,0.0107296,581.984,0.0107296,0.0125704,14.4127,0.0125704,0.0147238,14.4127,0.0147238,inf,14.4127
