species,lineage,IUCN_status,captivity_flag,left_time_boundary_0,right_time_boundary_0,lambda_0,left_time_boundary_1,right_time_boundary_1,lambda_1,left_time_boundary_2,right_time_boundary_2,lambda_2,left_time_boundary_3,right_time_boundary_3,lambda_3,left_time_boundary_4,right_time_boundary_4,lambda_4,left_time_boundary_5,right_time_boundary_5,lambda_5,left_time_boundary_6,right_time_boundary_6,lambda_6,left_time_boundary_7,right_time_boundary_7,lambda_7,left_time_boundary_8,right_time_boundary_8,lambda_8,left_time_boundary_9,right_time_boundary_9,lambda_9,left_time_boundary_10,right_time_boundary_10,lambda_10,left_time_boundary_11,right_time_boundary_11,lambda_11,left_time_boundary_12,right_time_boundary_12,lambda_12,left_time_boundary_13,right_time_boundary_13,lambda_13,left_time_boundary_14,right_time_boundary_14,lambda_14,left_time_boundary_15,right_time_boundary_15,lambda_15,left_time_boundary_16,right_time_boundary_16,lambda_16,left_time_boundary_17,right_time_boundary_17,lambda_17,left_time_boundary_18,right_time_boundary_18,lambda_18,left_time_boundary_19,right_time_boundary_19,lambda_19,left_time_boundary_20,right_time_boundary_20,lambda_20,left_time_boundary_21,right_time_boundary_21,lambda_21,left_time_boundary_22,right_time_boundary_22,lambda_22,left_time_boundary_23,right_time_boundary_23,lambda_23,left_time_boundary_24,right_time_boundary_24,lambda_24,left_time_boundary_25,right_time_boundary_25,lambda_25,left_time_boundary_26,right_time_boundary_26,lambda_26,left_time_boundary_27,right_time_boundary_27,lambda_27,left_time_boundary_28,right_time_boundary_28,lambda_28,left_time_boundary_29,right_time_boundary_29,lambda_29,left_time_boundary_30,right_time_boundary_30,lambda_30,left_time_boundary_31,right_time_boundary_31,lambda_31
Denticeps_clupeoides,Ray-finned fishes,VU,unknown,0.0,2.4073e-05,369.68,2.4073e-05,5.22324e-05,369.68,5.22324e-05,8.51718e-05,1048.4,8.51718e-05,0.000123703,1149.58,0.000123703,0.000168774,1095.78,0.000168774,0.000221497,995.808,0.000221497,0.000283169,909.347,0.000283169,0.000355309,842.259,0.000355309,0.000439696,790.948,0.000439696,0.000538408,755.083,0.000538408,0.000653875,729.588,0.000653875,0.000788943,708.426,0.000788943,0.00094694,686.971,0.00094694,0.00113176,663.226,0.00113176,0.00134794,636.903,0.00134794,0.00160083,607.023,0.00160083,0.00189664,572.075,0.00189664,0.00224267,532.67,0.00224267,0.00264744,491.064,0.00264744,0.00312091,448.554,0.00312091,0.00367476,405.386,0.00367476,0.00432263,361.663,0.00432263,0.00508046,317.007,0.00508046,0.00596695,271.055,0.00596695,0.00700391,225.367,0.00700391,0.00821689,183.427,0.00821689,0.00963578,148.776,0.00963578,0.0112955,128.482,0.0112955,0.013237,128.482,0.013237,0.0155081,6.4659,0.0155081,0.0181646,6.4659,0.0181646,inf,6.4659
Dermochelys_coriacea,Turtles,VU,no likely,0.0,6.83244e-06,31.5221,6.83244e-06,1.48247e-05,31.5221,1.48247e-05,2.41736e-05,2628.41,2.41736e-05,3.51095e-05,4109.82,3.51095e-05,4.79018e-05,3814.83,4.79018e-05,6.28655e-05,3242.84,6.28655e-05,8.03694e-05,2896.98,8.03694e-05,0.000100845,2919.3,0.000100845,0.000124795,3298.21,0.000124795,0.000152812,3834.99,0.000152812,0.000185584,4137.84,0.000185584,0.000223919,3979.6,0.000223919,0.000268762,3567.13,0.000268762,0.000321217,3157.5,0.000321217,0.000382576,2829.15,0.000382576,0.00045435,2570.7,0.00045435,0.000538309,2352.82,0.000538309,0.000636519,2137.59,0.000636519,0.000751401,1886.3,0.000751401,0.000885783,1599.53,0.000885783,0.00104298,1307.98,0.00104298,0.00122686,1023.96,0.00122686,0.00144195,757.753,0.00144195,0.00169355,535.871,0.00169355,0.00198786,375.578,0.00198786,0.00233213,276.853,0.00233213,0.00273484,237.762,0.00273484,0.00320592,508.005,0.00320592,0.00375695,508.005,0.00375695,0.00440153,22.2371,0.00440153,0.00515552,22.2371,0.00515552,inf,22.2371
Desmodus_rotundus,Mammals,LC,no likely,0.0,4.42381e-05,546.207,4.42381e-05,9.59856e-05,546.207,9.59856e-05,0.000156517,220.3,0.000156517,0.000227324,325.23,0.000227324,0.00031015,342.723,0.00031015,0.000407036,365.038,0.000407036,0.000520369,385.975,0.000520369,0.00065294,397.348,0.00065294,0.000808014,412.949,0.000808014,0.000989413,433.406,0.000989413,0.0012016,458.698,0.0012016,0.00144981,478.79,0.00144981,0.00174016,482.513,0.00174016,0.00207979,463.167,0.00207979,0.00247707,423.055,0.00247707,0.00294179,375.009,0.00294179,0.0034854,333.642,0.0034854,0.00412128,306.845,0.00412128,0.0048651,294.218,0.0048651,0.00573519,291.076,0.00573519,0.00675298,292.63,0.00675298,0.00794354,293.807,0.00794354,0.00933619,287.178,0.00933619,0.0109652,264.408,0.0109652,0.0128708,223.89,0.0128708,0.0150999,179.105,0.0150999,0.0177073,150.823,0.0177073,0.0207574,209.492,0.0207574,0.0243252,209.492,0.0243252,0.0284986,15.5962,0.0284986,0.0333805,15.5962,0.0333805,inf,15.5962
Dibamus_smithi,Lepidosauria,LC,likely,0.0,2.79815e-05,575.442,2.79815e-05,6.07128e-05,575.442,6.07128e-05,9.90003e-05,299.267,9.90003e-05,0.000143787,183.506,0.000143787,0.000196176,164.818,0.000196176,0.000257459,212.744,0.000257459,0.000329144,365.18,0.000329144,0.000412998,662.862,0.000412998,0.000511085,1030.06,0.000511085,0.000625824,1254.46,0.000625824,0.000760039,1186.23,0.000760039,0.000917037,932.302,0.000917037,0.00110069,691.042,0.00110069,0.00131551,547.036,0.00131551,0.0015668,489.747,0.0015668,0.00186074,491.483,0.00186074,0.00220458,525.615,0.00220458,0.00260679,559.718,0.00260679,0.00307728,564.142,0.00307728,0.00362763,526.71,0.00362763,0.0042714,456.668,0.0042714,0.00502445,375.327,0.00502445,0.00590533,299.39,0.00590533,0.00693574,235.569,0.00693574,0.00814107,183.125,0.00814107,0.00955099,142.628,0.00955099,0.0112003,119.679,0.0112003,0.0131295,194.858,0.0131295,0.0153862,194.858,0.0153862,0.018026,12.1912,0.018026,0.0211139,12.1912,0.0211139,inf,12.1912
Diceros_bicornis,,,,0.0,1.32373e-05,5191.8,1.32373e-05,2.87216e-05,5191.8,2.87216e-05,4.68343e-05,6257.99,4.68343e-05,6.80217e-05,3083.13,6.80217e-05,9.28056e-05,2787.9,9.28056e-05,0.000121797,2500.03,0.000121797,0.000155709,2041.61,0.000155709,0.000195378,1745.74,0.000195378,0.00024178,1646.09,0.00024178,0.00029606,1682.65,0.00029606,0.000359553,1857.44,0.000359553,0.000433825,2111.29,0.000433825,0.000520704,2305.64,0.000520704,0.00062233,2329.84,0.00062233,0.000741208,2161.04,0.000741208,0.000880265,1865.22,0.000880265,0.00104293,1523.9,0.00104293,0.0012332,1205.88,0.0012332,0.00145577,964.409,0.00145577,0.00171613,817.32,0.00171613,0.00202068,751.054,0.00202068,0.00237693,758.364,0.00237693,0.00279365,851.918,0.00279365,0.00328111,1072.85,0.00328111,0.00385131,1304.69,0.00385131,0.00451831,552.693,0.00451831,0.00529853,83.9871,0.00529853,0.00621119,151.555,0.00621119,0.00727878,151.555,0.00727878,0.00852759,64.3024,0.00852759,0.00998838,64.3024,0.00998838,inf,64.3024
Diretmus_argenteus,Ray-finned fishes,LC,no,0.0,0.000103145,123.093,0.000103145,0.000223799,123.093,0.000223799,0.000364934,55.119,0.000364934,0.000530027,90.7544,0.000530027,0.000723145,121.083,0.000723145,0.000949044,150.569,0.000949044,0.00121329,185.684,0.00121329,0.00152239,220.803,0.00152239,0.00188396,244.134,0.00188396,0.00230691,251.489,0.00230691,0.00280165,245.535,0.00280165,0.00338038,231.919,0.00338038,0.00405734,214.478,0.00405734,0.00484922,195.947,0.00484922,0.00577552,177.975,0.00577552,0.00685906,161.15,0.00685906,0.00812653,145.948,0.00812653,0.00960915,132.563,0.00960915,0.0113434,120.598,0.0113434,0.0133721,109.715,0.0133721,0.0157452,99.7097,0.0157452,0.0185211,89.6433,0.0185211,0.0217682,78.5544,0.0217682,0.0255665,66.7262,0.0255665,0.0300096,55.3755,0.0300096,0.0352068,45.9067,0.0352068,0.0412863,39.3516,0.0412863,0.0483978,45.6574,0.0483978,0.0567165,45.6574,0.0567165,0.0664472,7.32881,0.0664472,0.0778298,7.32881,0.0778298,inf,7.32881
Doryrhina_cyclops,Mammals,LC,no,0.0,4.14793e-05,114.694,4.14793e-05,8.99997e-05,114.694,8.99997e-05,0.000146756,143.82,0.000146756,0.000213148,188.874,0.000213148,0.000290809,400.445,0.000290809,0.000381653,486.388,0.000381653,0.000487918,448.779,0.000487918,0.000612221,421.591,0.000612221,0.000757625,443.928,0.000757625,0.000927711,497.849,0.000927711,0.00112667,545.28,0.00112667,0.0013594,546.316,0.0013594,0.00163164,504.418,0.00163164,0.00195009,461.128,0.00195009,0.00232259,441.288,0.00232259,0.00275833,441.9,0.00275833,0.00326804,448.465,0.00326804,0.00386427,451.247,0.00386427,0.00456171,448.596,0.00456171,0.00537754,440.213,0.00537754,0.00633185,422.149,0.00633185,0.00744816,383.115,0.00744816,0.00875397,308.117,0.00875397,0.0102814,204.763,0.0102814,0.0120682,117.62,0.0120682,0.0141582,71.4671,0.0141582,0.0166031,57.0575,0.0166031,0.0194629,109.44,0.0194629,0.0228082,109.44,0.0228082,0.0267214,26.3704,0.0267214,0.0312988,26.3704,0.0312988,inf,26.3704
Dromaius_novaehollandiae,Birds,LC,yes,0.0,2.36159e-05,1785.69,2.36159e-05,5.12406e-05,1785.69,5.12406e-05,8.35546e-05,1654.79,8.35546e-05,0.000121354,1190.4,0.000121354,0.00016557,1358.17,0.00016557,0.000217291,1279.34,0.000217291,0.000277792,1334.54,0.000277792,0.000348563,1448.23,0.000348563,0.000431348,1557.84,0.000431348,0.000528185,1617.35,0.000528185,0.00064146,1583.09,0.00064146,0.000773964,1453.28,0.000773964,0.00092896,1264.94,0.00092896,0.00111027,1049.15,0.00111027,0.00132235,837.741,0.00132235,0.00157043,672.654,0.00157043,0.00186063,572.355,0.00186063,0.00220009,518.492,0.00220009,0.00259717,487.828,0.00259717,0.00306166,474.171,0.00306166,0.00360499,479.085,0.00360499,0.00424055,500.821,0.00424055,0.004984,523.29,0.004984,0.00585365,478.55,0.00585365,0.00687092,283.222,0.00687092,0.00806088,101.355,0.00806088,0.00945283,42.9993,0.00945283,0.0110811,212.421,0.0110811,0.0129857,212.421,0.0129857,0.0152136,15.4114,0.0152136,0.0178197,15.4114,0.0178197,inf,15.4114
Dromiciops_gliroides,Mammals,NT,no,0.0,1.04484e-05,2.6377,1.04484e-05,2.26704e-05,2.6377,2.26704e-05,3.6967e-05,334.447,3.6967e-05,5.36905e-05,1540.25,5.36905e-05,7.32529e-05,2391.85,7.32529e-05,9.61359e-05,2112.27,9.61359e-05,0.000122903,1641.21,0.000122903,0.000154215,1491.11,0.000154215,0.000190841,1689.38,0.000190841,0.000233684,2125.68,0.000233684,0.000283801,2510.33,0.000283801,0.000342424,2582.4,0.000342424,0.000410999,2373.9,0.000410999,0.000491214,2063.05,0.000491214,0.000585046,1769.37,0.000585046,0.000694806,1531.45,0.000694806,0.000823198,1362.07,0.000823198,0.000973384,1257.59,0.000973384,0.00114906,1188.52,0.00114906,0.00135457,1108.74,0.00135457,0.00159495,988.082,0.00159495,0.00187614,826.711,0.00187614,0.00220507,645.347,0.00220507,0.00258983,475.612,0.00258983,0.0030399,335.68,0.0030399,0.00356637,237.679,0.00356637,0.00418221,194.117,0.00418221,0.00490259,478.781,0.00490259,0.00574525,478.781,0.00574525,0.00673095,12.0116,0.00673095,0.00788398,12.0116,0.00788398,inf,12.0116
Dryobates_pubescens,Birds,LC,no,0.0,4.73167e-05,143.597,4.73167e-05,0.000102665,143.597,0.000102665,0.00016741,72.0695,0.00016741,0.000243144,82.5613,0.000243144,0.000331734,111.657,0.000331734,0.000435363,120.443,0.000435363,0.000556582,122.324,0.000556582,0.000698379,135.952,0.000698379,0.000864245,168.481,0.000864245,0.00105827,220.727,0.00105827,0.00128523,293.004,0.00128523,0.00155071,383.785,0.00155071,0.00186126,483.311,0.00186126,0.00222452,573.2,0.00222452,0.00264945,631.228,0.00264945,0.00314651,637.133,0.00314651,0.00372795,587.194,0.00372795,0.00440809,500.386,0.00440809,0.00520368,402.595,0.00520368,0.00613432,311.694,0.00613432,0.00722293,236.015,0.00722293,0.00849634,179.23,0.00849634,0.00998591,140.266,0.00998591,0.0117283,113.84,0.0117283,0.0137665,94.0386,0.0137665,0.0161507,78.7571,0.0161507,0.0189396,70.5451,0.0189396,0.0222019,110.268,0.0222019,0.026018,110.268,0.026018,0.0304819,14.5155,0.0304819,0.0357035,14.5155,0.0357035,inf,14.5155
Dugong_dugon,Mammals,EN,no,0.0,1.18183e-05,14078.8,1.18183e-05,2.56428e-05,14078.8,2.56428e-05,4.18139e-05,2085.25,4.18139e-05,6.07301e-05,1451.95,6.07301e-05,8.28573e-05,1411.18,8.28573e-05,0.000108741,1392.7,0.000108741,0.000139018,1420.06,0.000139018,0.000174434,1475.96,0.000174434,0.000215863,1509.48,0.000215863,0.000264324,1520.85,0.000264324,0.000321011,1529.51,0.000321011,0.000387321,1568.73,0.000387321,0.000464887,1650.0,0.000464887,0.00055562,1746.17,0.00055562,0.000661754,1812.46,0.000661754,0.000785905,1819.14,0.000785905,0.000931131,1761.63,0.000931131,0.00110101,1653.83,0.00110101,0.00129972,1523.54,0.00129972,0.00153217,1396.96,0.00153217,0.00180407,1289.64,0.00180407,0.00212213,1204.23,0.00212213,0.00249418,1125.01,0.00249418,0.00292939,1024.03,0.00292939,0.00343847,871.891,0.00343847,0.00403397,650.432,0.00403397,0.00473055,398.212,0.00473055,0.00554538,250.386,0.00554538,0.00649853,250.386,0.00649853,0.00761347,22.8011,0.00761347,0.00891768,22.8011,0.00891768,inf,22.8011
Echeneis_naucrates,Ray-finned fishes,LC,no,0.0,2.68617e-05,65.6525,2.68617e-05,5.82833e-05,65.6525,5.82833e-05,9.50386e-05,309.524,9.50386e-05,0.000138033,250.676,0.000138033,0.000188326,264.682,0.000188326,0.000247156,266.652,0.000247156,0.000315972,233.167,0.000315972,0.00039647,254.867,0.00039647,0.000490633,305.585,0.000490633,0.00060078,386.568,0.00060078,0.000729624,481.128,0.000729624,0.000880339,581.971,0.000880339,0.00105664,691.37,0.00105664,0.00126286,812.775,0.00126286,0.0015041,937.981,0.0015041,0.00178628,1029.69,0.00178628,0.00211636,1043.78,0.00211636,0.00250248,972.336,0.00250248,0.00295413,831.183,0.00295413,0.00348246,645.759,0.00348246,0.00410047,462.576,0.00410047,0.00482338,310.296,0.00482338,0.00566901,201.902,0.00566901,0.00665819,135.965,0.00665819,0.00781528,94.893,0.00781528,0.00916878,67.2161,0.00916878,0.010752,52.9036,0.010752,0.0126041,93.6638,0.0126041,0.0147705,93.6638,0.0147705,0.0173046,9.56353,0.0173046,0.0202689,9.56353,0.0202689,inf,9.56353
Echiichthys_vipera,Ray-finned fishes,DD/NE,no,0.0,8.05217e-05,606.042,8.05217e-05,0.000174712,606.042,0.000174712,0.000284891,107.877,0.000284891,0.000413773,140.383,0.000413773,0.000564533,180.455,0.000564533,0.000740884,207.804,0.000740884,0.00094717,216.862,0.00094717,0.00118847,234.041,0.00118847,0.00147074,255.201,0.00147074,0.00180092,263.412,0.00180092,0.00218715,256.366,0.00218715,0.00263894,239.684,0.00263894,0.00316742,219.374,0.00316742,0.00378561,199.802,0.00378561,0.00450874,182.928,0.00450874,0.00535462,169.026,0.00535462,0.00634408,157.87,0.00634408,0.00750151,148.894,0.00750151,0.00885542,141.321,0.00885542,0.0104391,134.661,0.0104391,0.0122917,128.625,0.0122917,0.0144587,122.798,0.0144587,0.0169936,116.573,0.0169936,0.0199588,109.402,0.0199588,0.0234274,100.544,0.0234274,0.0274847,89.4554,0.0274847,0.0322307,76.987,0.0322307,0.0377824,74.0229,0.0377824,0.0442765,74.0229,0.0442765,0.0518729,5.44216,0.0518729,0.0607589,5.44216,0.0607589,inf,5.44216
Electrophorus_electricus,Ray-finned fishes,LC,no likely,0.0,1.51358e-05,1119.22,1.51358e-05,3.2841e-05,1119.22,3.2841e-05,5.35515e-05,9501.62,5.35515e-05,7.77777e-05,5501.9,7.77777e-05,0.000106116,4251.32,0.000106116,0.000139265,3268.26,0.000139265,0.000178041,2563.12,0.000178041,0.0002234,2028.45,0.0002234,0.000276458,1529.12,0.000276458,0.000338522,1188.36,0.000338522,0.000411122,1033.73,0.000411122,0.000496046,981.934,0.000496046,0.000595386,963.847,0.000595386,0.000711588,932.971,0.000711588,0.000847516,846.46,0.000847516,0.00100652,696.482,0.00100652,0.00119251,533.902,0.00119251,0.00141007,396.489,0.00141007,0.00166457,283.834,0.00166457,0.00196227,193.525,0.00196227,0.0023105,131.161,0.0023105,0.00271784,93.1315,0.00271784,0.00319433,70.0069,0.00319433,0.0037517,54.3779,0.0037517,0.00440369,43.8562,0.00440369,0.00516635,39.4671,0.00516635,0.00605847,43.9039,0.00605847,0.00710203,115.631,0.00710203,0.00832274,115.631,0.00832274,0.00975066,18.712,0.00975066,0.011421,18.712,0.011421,inf,18.712
Elephas_maximus,,,,0.0,1.57854e-05,1693.52,1.57854e-05,3.42503e-05,1693.52,3.42503e-05,5.58497e-05,349.489,5.58497e-05,8.11155e-05,682.317,8.11155e-05,0.00011067,1100.14,0.00011067,0.000145242,1492.89,0.000145242,0.000185682,2013.94,0.000185682,0.000232987,2433.76,0.000232987,0.000288322,2649.84,0.000288322,0.00035305,2759.01,0.00035305,0.000428765,2722.42,0.000428765,0.000517334,2500.44,0.000517334,0.000620936,2162.38,0.000620936,0.000742126,1833.81,0.000742126,0.000883887,1565.74,0.000883887,0.00104971,1360.27,0.00104971,0.00124369,1218.53,0.00124369,0.00147059,1106.9,0.00147059,0.001736,985.197,0.001736,0.00204648,851.224,0.00204648,0.00240965,720.575,0.00240965,0.00283447,606.167,0.00283447,0.00333141,505.077,0.00333141,0.0039127,399.026,0.0039127,0.00459267,278.286,0.00459267,0.00538806,176.441,0.00538806,0.00631847,128.636,0.00631847,0.00740681,455.656,0.00740681,0.00867991,455.656,0.00867991,0.0101691,32.2146,0.0101691,0.0119111,32.2146,0.0119111,inf,32.2146
Eleutherodactylus_coqui,Amphibians,DD/NE,no,0.0,8.71068e-05,1035.72,8.71068e-05,0.000189,1035.72,0.000189,0.00030819,200.458,0.00030819,0.000447612,168.296,0.000447612,0.0006107,165.672,0.0006107,0.000801474,153.007,0.000801474,0.00102463,139.369,0.00102463,0.00128567,131.702,0.00128567,0.00159102,127.058,0.00159102,0.0019482,125.877,0.0019482,0.00236601,128.688,0.00236601,0.00285475,135.678,0.00285475,0.00342645,146.96,0.00342645,0.0040952,161.77,0.0040952,0.00487746,177.915,0.00487746,0.00579252,191.617,0.00579252,0.00686291,198.329,0.00686291,0.00811499,195.165,0.00811499,0.00957962,182.865,0.00957962,0.0112929,164.737,0.0112929,0.0132969,144.29,0.0132969,0.0156412,123.999,0.0156412,0.0183834,105.042,0.0183834,0.0215911,87.7402,0.0215911,0.0253433,72.4728,0.0253433,0.0297324,60.1471,0.0297324,0.0348666,52.0441,0.0348666,0.0408723,51.0354,0.0408723,0.0478975,51.0354,0.0478975,0.0561151,21.6635,0.0561151,0.0657278,21.6635,0.0657278,inf,21.6635
Elgaria_multicarinata,,,,0.0,6.05388e-05,82.4987,6.05388e-05,0.000131354,82.4987,0.000131354,0.00021419,59.7782,0.00021419,0.000311088,72.0604,0.000311088,0.000424434,99.0338,0.000424434,0.00055702,152.128,0.00055702,0.000712113,211.196,0.000712113,0.000893533,255.622,0.000893533,0.00110575,273.004,0.00110575,0.00135399,270.535,0.00135399,0.00164437,264.416,0.00164437,0.00198404,265.842,0.00198404,0.00238137,279.198,0.00238137,0.00284614,303.05,0.00284614,0.00338981,331.829,0.00338981,0.00402577,356.652,0.00402577,0.00476969,367.393,0.00476969,0.00563988,357.469,0.00563988,0.00665779,328.106,0.00665779,0.00784848,286.826,0.00784848,0.0092413,242.112,0.0092413,0.0108706,198.573,0.0108706,0.0127764,157.562,0.0127764,0.0150057,119.902,0.0150057,0.0176134,87.7669,0.0176134,0.0206639,64.1579,0.0206639,0.0242321,51.7581,0.0242321,0.028406,87.4925,0.028406,0.0332885,87.4925,0.0332885,0.0389998,6.60667,0.0389998,0.0456805,6.60667,0.0456805,inf,6.60667
Emys_orbicularis,Turtles,VU,no,0.0,1.81306e-05,12496.6,1.81306e-05,3.93389e-05,12496.6,3.93389e-05,6.41473e-05,1700.14,6.41473e-05,9.31669e-05,1372.06,9.31669e-05,0.000127113,1180.03,0.000127113,0.000166821,1043.94,0.000166821,0.000213269,915.796,0.000213269,0.000267602,800.187,0.000267602,0.000331158,706.951,0.000331158,0.000405503,644.498,0.000405503,0.000492467,603.863,0.000492467,0.000594194,572.678,0.000594194,0.000713189,545.244,0.000713189,0.000852384,522.068,0.000852384,0.00101521,505.147,0.00101521,0.00120567,496.22,0.00120567,0.00142846,498.356,0.00142846,0.00168907,515.527,0.00168907,0.00199392,550.237,0.00199392,0.00235052,599.405,0.00235052,0.00276765,649.584,0.00276765,0.00325559,677.711,0.00325559,0.00382636,663.014,0.00382636,0.00449402,601.644,0.00449402,0.00527501,508.358,0.00527501,0.00618857,404.254,0.00618857,0.00725721,309.468,0.00725721,0.00850725,259.502,0.00850725,0.00996949,259.502,0.00996949,0.0116799,8.55438,0.0116799,0.0136807,8.55438,0.0136807,inf,8.55438
Engystomops_pustulosus,Amphibians,LC,likely,0.0,7.61293e-05,1373.69,7.61293e-05,0.000165182,1373.69,0.000165182,0.00026935,1033.97,0.00026935,0.000391202,457.591,0.000391202,0.000533738,278.558,0.000533738,0.000700469,220.525,0.000700469,0.000895503,194.249,0.000895503,0.00112364,172.613,0.00112364,0.00139051,156.361,0.00139051,0.00170268,147.57,0.00170268,0.00206784,142.095,0.00206784,0.00249498,137.649,0.00249498,0.00299464,135.042,0.00299464,0.00357911,134.739,0.00357911,0.00426279,136.322,0.00426279,0.00506253,138.945,0.00506253,0.00599802,141.43,0.00599802,0.00709231,142.438,0.00709231,0.00837236,140.734,0.00837236,0.0098697,135.482,0.0098697,0.0116212,126.511,0.0116212,0.01367,114.893,0.01367,0.0160666,103.05,0.0160666,0.0188701,93.1756,0.0188701,0.0221494,85.6696,0.0221494,0.0259854,79.2154,0.0259854,0.0304726,73.9983,0.0304726,0.0357214,87.7285,0.0357214,0.0418612,87.7285,0.0418612,0.0490433,12.9809,0.0490433,0.0574445,12.9809,0.0574445,inf,12.9809
Enoplosus_armatus,Ray-finned fishes,LC,no,0.0,2.96673e-05,127.624,2.96673e-05,6.43706e-05,127.624,6.43706e-05,0.000104965,534.34,0.000104965,0.00015245,140.271,0.00015245,0.000207995,442.047,0.000207995,0.00027297,575.424,0.00027297,0.000348974,781.91,0.000348974,0.000437879,868.92,0.000437879,0.000541877,855.446,0.000541877,0.000663528,744.488,0.000663528,0.000805829,624.281,0.000805829,0.000972285,546.427,0.000972285,0.001167,509.431,0.001167,0.00139476,502.317,0.00139476,0.00166119,515.262,0.00166119,0.00197285,539.281,0.00197285,0.0023374,572.026,0.0023374,0.00276384,614.695,0.00276384,0.00326267,652.888,0.00326267,0.00384618,651.891,0.00384618,0.00452874,588.875,0.00452874,0.00532716,471.309,0.00532716,0.00626111,331.807,0.00626111,0.0073536,204.701,0.0073536,0.00863154,111.316,0.00863154,0.0101264,59.0926,0.0101264,0.011875,38.3104,0.011875,0.0139205,79.3808,0.0139205,0.0163132,79.3808,0.0163132,0.019112,9.18231,0.019112,0.0223859,9.18231,0.0223859,inf,9.18231
Epinephelus_lanceolatus,Ray-finned fishes,DD/NE,yes,0.0,1.10425e-05,28.0719,1.10425e-05,2.39595e-05,28.0719,2.39595e-05,3.90692e-05,1231.67,3.90692e-05,5.67438e-05,1236.41,5.67438e-05,7.74185e-05,1725.33,7.74185e-05,0.000101603,1938.98,0.000101603,0.000129893,1987.94,0.000129893,0.000162984,2084.52,0.000162984,0.000201693,2162.81,0.000201693,0.000246973,2220.71,0.000246973,0.00029994,2248.26,0.00029994,0.000361897,2251.28,0.000361897,0.000434371,2235.23,0.000434371,0.000519148,2178.13,0.000519148,0.000618316,2052.49,0.000618316,0.000734318,1867.72,0.000734318,0.000870011,1666.89,0.000870011,0.00102874,1458.23,0.00102874,0.00121441,1235.14,0.00121441,0.0014316,1014.84,0.0014316,0.00168565,811.611,0.00168565,0.00198284,628.542,0.00198284,0.00233046,467.631,0.00233046,0.0027371,336.883,0.0027371,0.00321277,244.436,0.00321277,0.00376918,190.879,0.00376918,0.00442004,176.534,0.00442004,0.00518138,400.829,0.00518138,0.00607196,400.829,0.00607196,0.00711372,18.3054,0.00711372,0.00833232,18.3054,0.00833232,inf,18.3054
Epinephelus_rankini,Ray-finned fishes,VU,no,0.0,2.84585e-05,619.21,2.84585e-05,6.17478e-05,619.21,6.17478e-05,0.000100688,600.795,0.000100688,0.000146238,551.601,0.000146238,0.000199521,453.302,0.000199521,0.000261848,537.829,0.000261848,0.000334755,645.958,0.000334755,0.000420038,745.082,0.000420038,0.000519798,817.387,0.000519798,0.000636492,868.289,0.000636492,0.000772995,893.482,0.000772995,0.000932669,875.364,0.000932669,0.00111945,820.003,0.00111945,0.00133793,741.573,0.00133793,0.00159351,644.585,0.00159351,0.00189246,540.604,0.00189246,0.00224217,445.539,0.00224217,0.00265123,363.727,0.00265123,0.00312974,295.041,0.00312974,0.00368947,240.289,0.00368947,0.00434421,198.734,0.00434421,0.0051101,167.665,0.0051101,0.006006,144.419,0.006006,0.00705397,127.684,0.00705397,0.00827984,117.34,0.00827984,0.00971381,114.466,0.00971381,0.0113912,124.13,0.0113912,0.0133533,294.759,0.0133533,0.0156485,294.759,0.0156485,0.0183333,12.7628,0.0183333,0.0214738,12.7628,0.0214738,inf,12.7628
Eptesicus_nilssonii,Mammals,LC,no,0.0,7.47506e-05,49.4841,7.47506e-05,0.00016219,49.4841,0.00016219,0.000264473,214.249,0.000264473,0.000384117,205.737,0.000384117,0.000524072,225.172,0.000524072,0.000687784,249.775,0.000687784,0.000879285,259.256,0.000879285,0.00110329,261.039,0.00110329,0.00136533,245.139,0.00136533,0.00167184,224.861,0.00167184,0.00203039,212.293,0.00203039,0.0024498,208.0,0.0024498,0.0029404,209.872,0.0029404,0.00351429,215.428,0.00351429,0.00418559,223.121,0.00418559,0.00497084,231.79,0.00497084,0.00588939,239.894,0.00588939,0.00696387,245.084,0.00696387,0.00822074,244.222,0.00822074,0.00969096,234.862,0.00969096,0.0114107,216.529,0.0114107,0.0134225,190.019,0.0134225,0.0157757,157.344,0.0157757,0.0185284,122.156,0.0185284,0.0217483,88.8981,0.0217483,0.0255148,61.6938,0.0255148,0.0299207,43.9737,0.0299207,0.0350745,42.7941,0.0350745,0.0411031,42.7941,0.0411031,0.0481551,14.5757,0.0481551,0.0564042,14.5757,0.0564042,inf,14.5757
