"","IUCN","Generations","median_Ne","lq_Ne","uq_Ne"
"116","CR",117262.978092909,73829.0236505873,53500.4726601476,110825.752576694
"117","CR",123868.300437206,80711.015061923,54133.9710825391,115202.75947336
"118","CR",130845.69488799,87851.9072461651,58198.5509807574,124941.033218587
"119","CR",138216.119945879,94795.4547724245,58000.2500218715,128698.837936782
"120","CR",146001.714685739,102130.126337744,57600.113749453,121202.947552536
"121","CR",154225.865257416,104321.318032003,59290.743622295,123297.296502383
"122","CR",162913.275132391,107216.86026037,63794.7236177563,126365.958315793
"123","CR",172090.039307372,116799.17457575,71687.2453679471,133123.213811686
"124","CR",181783.722687707,123450.933803998,76537.4783788402,138049.624409939
"125","CR",192023.442886074,135864.06526009,75455.7294098657,153568.046605753
"126","CR",202839.957685137,134851.246457859,74313.0464551448,183916.701735229
"127","CR",214265.757426913,132171.31204266,73460.7406406371,200355.56584661
"128","CR",226335.16260634,130511.9215935,66737.7759645561,216148.001592845
"129","CR",239084.426962215,136220.017642239,59540.5760357617,230296.50000846
"130","CR",252551.846375149,142521.012068636,60816.6635395895,248011.020909845
"131","CR",266777.873899654,149526.74304834,63818.9681354925,283638.191732478
"132","CR",281805.241275888,196458.144710962,75814.2251001853,316861.773848252
"133","CR",297679.087286047,197729.948770335,78236.8118144297,570797.121753367
"134","CR",314447.093340972,172749.438818123,81347.6048547752,854409.422395048
"135","CR",332159.626704218,181245.196811887,85092.2685161449,963666.269341616
"136","CR",350869.891783826,190125.731093271,89816.4305890259,1042313.29097788
"137","CR",370634.089946219,198156.914328156,95909.8604678296,1027250.99549054
"138","CR",391511.588332284,206640.487182811,103706.678115881,885599.011160643
"139","CR",413565.098182711,215601.932374053,112518.547385176,1066720.37512903
"140","CR",436860.863208252,222382.037167797,125412.948210802,1252762.69315931
"141","CR",461468.858570709,229521.902504117,134818.761131121,1245947.24595073
"142","CR",487463.001072353,237063.950292292,151125.37726594,977918.048003639
"143","CR",514921.371185126,242010.47271471,164517.3912939,1018106.64878392
"144","CR",543926.447586564,247073.45523858,153769.805211209,1172658.72125471
"145","CR",574565.354906918,252421.631198073,169804.068555274,1172658.72125471
"146","CR",606930.125431666,294180.505196453,192310.280281385,1172658.72125471
"147","CR",641117.975545486,415558.292828843,198253.594590235,1172658.72125471
"148","CR",677231.597748102,629581.583904854,238868.792362678,1172658.72125471
"149","CR",715379.469119107,974415.721767176,267345.021845342,1256635.78059309
"150","CR",755676.177158363,1040151.21369956,312446.026989137,1332093.48296495
"151","CR",798242.763980694,997070.636392654,357817.606505282,1406146.65089734
"152","CR",843207.089898777,695886.45552089,339189.716823366,1523670.79131273
"153","CR",890704.217486351,761522.527274594,302972.339946484,1523670.79131273
"154","CR",940876.817275352,891653.544986084,259570.911827596,1523670.79131273
"155","CR",993875.596305641,1029114.73060696,264704.37705881,1523670.79131273
"156","CR",1049859.75081456,1015559.17366038,262287.03292672,1523670.79131273
"157","CR",1108997.44442608,879630.406363508,321685.040078742,1415700.72734488
"158","CR",1171466.31327599,1174295.63960232,536555.616005108,1654119.30004177
"159","CR",1237453.99959026,1307633.96709993,365209.652213986,1757723.75888543
"160","CR",1307158.71531952,1307633.96709993,525341.070230604,1757723.75888543
"161","CR",1380789.83752248,1356552.99882997,533594.271133982,1968733.54383922
"162","CR",1458568.53728686,1356552.99882997,1022990.13043829,2166190.79857581
"163","CR",1540728.44407684,1690788.58379548,1229876.86406532,2321227.58899908
"164","CR",1627516.34750269,1765926.44916339,1332093.48296495,2885150.6123766
"165","CR",1719192.93862039,1765926.44916339,1332093.48296495,2964098.7256116
"166","CR",1816033.59298813,1765926.44916339,1332093.48296495,2964098.7256116
"167","CR",1918329.19783157,1765926.44916339,1332093.48296495,2964098.7256116
"168","CR",2026387.02580277,1765926.44916339,1332093.48296495,2964098.7256116
"169","CR",2140531.65795702,1765926.44916339,1332093.48296495,2964098.7256116
"170","CR",2261105.95872035,1765926.44916339,1332093.48296495,2964098.7256116
"171","CR",2388472.10577594,1765926.44916339,1332093.48296495,2964098.7256116
"172","CR",2523012.67796328,1765926.44916339,1332093.48296495,2964098.7256116
"173","CR",2665131.80445767,1765926.44916339,1448365.93326943,2964098.7256116
"174","CR",2815256.37868204,2169750.42445743,1523670.79131273,2964098.7256116
"175","CR",2973837.3405974,2169750.42445743,1523670.79131273,2964098.7256116
"176","CR",3141351.03122351,2169750.42445743,1523670.79131273,2964098.7256116
"177","CR",3318300.62345865,2169750.42445743,1523670.79131273,2964098.7256116
"178","CR",3505217.6334962,2169750.42445743,1523670.79131273,2964098.7256116
"179","CR",3702663.51737791,2169750.42445743,1523670.79131273,2964098.7256116
"180","CR",3911231.35747976,2473331.81171465,1720154.82620148,2964098.7256116
"181","CR",4131547.64399609,2507774.0997091,1720154.82620148,3310909.70328808
"182","CR",4364274.15677314,2507774.0997091,1720154.82620148,3310909.70328808
"183","CR",4610109.95314469,2507774.0997091,1720154.82620148,3310909.70328808
"184","CR",4869793.46774079,2507774.0997091,1720154.82620148,3310909.70328808
"185","CR",5144104.73057679,2507774.0997091,1720154.82620148,3310909.70328808
"186","CR",5433867.71008563,2507774.0997091,1720154.82620148,3310909.70328808
"187","CR",5739952.78813084,2507774.0997091,1720154.82620148,3310909.70328808
"188","CR",6063279.37443508,2507774.0997091,1720154.82620148,3310909.70328808
"189","CR",6404818.66827714,2507774.0997091,1720154.82620148,3310909.70328808
"190","CR",6765596.57575294,2507774.0997091,1720154.82620148,3310909.70328808
"191","CR",7146696.79136328,2507774.0997091,1720154.82620148,3310909.70328808
"192","CR",7549264.05318486,2507774.0997091,1720154.82620148,3310909.70328808
"193","CR",7974507.58140217,2507774.0997091,1720154.82620148,3310909.70328808
"194","CR",8423704.710529,2507774.0997091,1720154.82620148,3310909.70328808
"195","CR",8898204.72622986,2507774.0997091,1720154.82620148,3310909.70328808
"196","CR",9399432.91826609,2507774.0997091,1720154.82620148,3310909.70328808
"197","CR",9928894.86174112,2507774.0997091,1720154.82620148,3310909.70328808
"198","CR",10488180.9395045,2507774.0997091,1720154.82620148,3310909.70328808
"199","CR",11078971.1192989,2507774.0997091,1720154.82620148,3310909.70328808
"200","CR",11703040,2507774.0997091,1720154.82620148,3310909.70328808
"201","EN",214.9048,20663.3882024129,7847.43420576871,60000.6476432352
"202","EN",227.010201896001,20663.3882024129,7847.43420576871,60000.6476432352
"203","EN",239.797490632425,20663.3882024129,7847.43420576871,60000.6476432352
"204","EN",253.305076306444,20663.3882024129,7847.43420576871,60000.6476432352
"205","EN",267.573532622853,20663.3882024129,7847.43420576871,60000.6476432352
"206","EN",282.645718768218,20663.3882024129,7847.43420576871,60000.6476432352
"207","EN",298.56690815009,20663.3882024129,7847.43420576871,60000.6476432352
"208","EN",315.384924387993,20663.3882024129,7847.43420576871,60000.6476432352
"209","EN",333.15028496466,20663.3882024129,7847.43420576871,60000.6476432352
"210","EN",351.916352969025,20663.3882024129,7847.43420576871,60000.6476432352
"211","EN",371.739497386762,20663.3882024129,7847.43420576871,60000.6476432352
"212","EN",392.679262419857,20663.3882024129,7847.43420576871,60000.6476432352
"213","EN",414.798546343797,20663.3882024129,7847.43420576871,60000.6476432352
"214","EN",438.163790439641,20663.3882024129,7847.43420576871,60000.6476432352
"215","EN",462.845178568463,20663.3882024129,7847.43420576871,60000.6476432352
"216","EN",488.916847987656,20663.3882024129,7847.43420576871,60000.6476432352
"217","EN",516.457112042328,20663.3882024129,7847.43420576871,60000.6476432352
"218","EN",545.548695400728,20663.3882024129,7847.43420576871,60000.6476432352
"219","EN",576.278982540265,20663.3882024129,7847.43420576871,60000.6476432352
"220","EN",608.740280230538,20663.3882024129,7847.43420576871,60000.6476432352
"221","EN",643.030094801803,20663.3882024129,7847.43420576871,60000.6476432352
"222","EN",679.251425031744,20663.3882024129,7847.43420576871,60000.6476432352
"223","EN",717.513071530289,20663.3882024129,7847.43420576871,60000.6476432352
"224","EN",757.929963551818,20663.3882024129,7847.43420576871,60000.6476432352
"225","EN",800.62350421641,20663.3882024129,7271.93102315229,60000.6476432352
"226","EN",845.721935177116,20663.3882024129,6651.84914686734,60000.6476432352
"227","EN",893.360721828612,20663.3882024129,5996.83859369451,60000.6476432352
"228","EN",943.682960214339,20663.3882024129,5304.93186141221,60000.6476432352
"229","EN",996.839806854351,20663.3882024129,5081.69606891475,60000.6476432352
"230","EN",1052.99093278501,20663.3882024129,5081.69606891475,60000.6476432352
"231","EN",1112.30500317435,20663.3882024129,5098.42872241461,60000.6476432352
"232","EN",1174.96018395374,20663.3882024129,5123.8297639891,60000.6476432352
"233","EN",1241.14467698768,20663.3882024129,5196.50812786871,60000.6476432352
"234","EN",1311.05728538925,20663.3882024129,5281.53795543439,60000.6476432352
"235","EN",1384.90801067932,20663.3882024129,5371.35743979615,60000.6476432352
"236","EN",1462.91868358315,20663.3882024129,5466.23637818728,60000.6476432352
"237","EN",1545.32363035932,20663.3882024129,5566.45976528635,60000.6476432352
"238","EN",1632.37037666227,20663.3882024129,5672.3286492762,60000.6476432352
"239","EN",1724.32039105294,20663.3882024129,5981.60444893997,60000.6476432352
"240","EN",1821.4498703906,20663.3882024129,6970.40666651679,60000.6476432352
"241","EN",1924.05056946525,20663.3882024129,8060.04239031243,60000.6476432352
"242","EN",2032.43067736236,20663.3882024129,8425.0457179256,60000.6476432352
"243","EN",2146.91574319259,20663.3882024129,8750.05335990531,59702.3444833806
"244","EN",2267.84965396702,20663.3882024129,9323.00403043616,59276.6296256473
"245","EN",2395.59566755526,20663.3882024129,10223.0467740962,58826.9346174196
"246","EN",2530.53750382916,21470.5310302122,11173.7881486643,58351.9086775179
"247","EN",2673.08049726976,22433.3338613113,12178.0839642607,57850.1249364245
"248","EN",2823.65281449959,23450.3705448746,13238.9508963248,57320.0761502935
"249","EN",2982.70674039744,24524.6960270013,14286.6364936275,57054.6210126809
"250","EN",3150.72003665896,26493.3966115141,15229.6937475079,57054.6210126809
"251","EN",3328.19737688375,27810.6159961046,15503.7099612944,57054.6210126809
"252","EN",3515.67186249967,28505.9953632116,15538.1825507285,57054.6210126809
"253","EN",3713.70662407791,29240.5448498739,15624.3813417183,57054.6210126809
"254","EN",3922.89651284868,30016.4708751177,15720.7978267428,57054.6210126809
"255","EN",4143.86988749854,30720.7942262623,15822.6453691499,57054.6210126809
"256","EN",4377.29050161654,32669.5443374916,15930.2298957145,60339.0128315752
"257","EN",4623.8594974585,34818.6599401443,16043.8745658025,62955.355074018
"258","EN",4884.31751201832,34145.7322870855,16163.9207420678,63686.1391509192
"259","EN",5159.44690173255,32183.6067866191,16313.3848897491,57269.5370085839
"260","EN",5450.0740925005,31152.5661517975,16493.1985540721,58868.343910856
"261","EN",5757.07206207913,30970.2412377848,16683.1409669061,60557.2102259756
"262","EN",6081.36296230893,30732.8658551356,17218.4779126916,63063.6633821416
"263","EN",6423.92088904767,30672.0532368241,18648.2769147603,68616.8128898583
"264","EN",6785.77480813202,31332.6319460563,20101.0798651334,71906.7722390745
"265","EN",7168.0116461561,32008.3387013937,20778.0566328204,71950.2419723086
"266","EN",7571.77955535094,29891.1603808419,21493.166917521,72186.8303094222
"267","EN",7998.29136237175,29275.0321072154,22207.2781906426,73891.1205796034
"268","EN",8448.82821135242,29479.7276157941,22438.4793413643,72130.4511589309
"269","EN",8924.74341217014,30786.186686023,22311.5305784672,66154.8762240544
"270","EN",9427.4665054794,32166.2374680507,22229.2017134955,56932.8298776629
"271","EN",9958.50755672587,33624.0253194846,21739.1967999186,51916.4906986601
"272","EN",10519.4616920385,31450.5466327343,21155.440011369,53683.0636816229
"273","EN",11112.0138896242,29463.8730670353,20865.9023258948,55803.9638912723
"274","EN",11737.9440410579,28176.8847186161,20164.8243386699,58044.3325791462
"275","EN",12399.132297671,29077.8217288383,17606.5160552621,60410.8993015075
"276","EN",13097.5647180962,30153.8248998734,15390.1128466828,62193.3367967972
"277","EN",13835.339233935,29735.5829730189,13725.5799168373,63918.7225830096
"278","EN",14614.6719514652,29159.4331748662,12874.5362145477,65741.2978613495
"279","EN",15437.9038083186,28576.7801641862,12252.4363433914,67392.0668772169
"280","EN",16307.507605123,28154.6962104518,11590.7409242487,70506.5740945561
"281","EN",17226.0954332316,27721.7643843723,10916.4957475814,73307.5844869227
"282","EN",18196.4265208487,27264.4458822005,11586.8651350547,73484.730289385
"283","EN",19221.415521122,26812.6749109394,12292.2049548469,75936.9872846113
"284","EN",20304.1412670951,26520.9947152294,13034.8902836374,77349.2190532689
"285","EN",21447.8560198199,26212.8844258491,13819.4104359743,79175.5969918631
"286","EN",22655.9952374059,25887.4185498033,15427.9500838009,81104.8532233605
"287","EN",23932.1878943529,26118.7379485475,17539.4614520636,82464.0065540224
"288","EN",25280.2673821622,26767.9994262021,17555.7576025055,80645.3107243206
"289","EN",26704.2830239694,27408.6736936814,17408.5394874741,79109.8103327533
"290","EN",28208.5122377873,28305.1153716881,17433.8907339823,77671.5057860992
"291","EN",29797.4733848938,28966.1544625025,17782.0321291163,76152.1827857573
"292","EN",31475.9393419572,29159.0406649038,19289.6513624725,74547.2776321597
"293","EN",33248.9518376694,29176.7538724166,21385.8448650946,74415.2732741512
"294","EN",35121.8365969478,30109.2752457758,22110.881500091,76496.2697321214
"295","EN",37100.2193381975,32118.7504096649,22283.2474318408,78604.3637168538
"296","EN",39190.0426716859,33591.5371500868,22263.3027579767,80831.2048162145
"297","EN",41397.5839497876,34600.904245902,22162.8823835044,83183.4819526776
"298","EN",43729.4741227182,35667.1281190225,22175.5439711942,86479.1739949826
"299","EN",46192.7176563958,36286.6768512546,22325.3600377732,88095.3282122653
"300","EN",48794.713572258,36010.6163404639,24983.5952902731,88779.7965741145
"301","EN",51543.2776722336,35643.8013388609,26291.0222728596,89456.8548320755
"302","EN",54446.6660156282,35942.8890444424,27203.9879574221,88586.644895406
"303","EN",57513.5997184423,38463.2268572794,28137.9474093044,87481.6214505874
"304","EN",60753.291149613,41349.0375144609,29124.515990995,86235.099893844
"305","EN",64175.4716028687,42867.4100415484,28898.3386706379,84874.6741246831
"306","EN",67790.4205273139,44192.294305736,29522.9042839415,83864.1503012378
"307","EN",71608.9964045491,45257.4417659108,29805.2141381486,83100.9370771032
"308","EN",75642.669365071,45746.7992455946,30261.5571985625,85247.2605418209
"309","EN",79903.5556419271,46263.7218097362,30580.111161021,92756.4107907488
"310","EN",84404.4539651147,46869.7363345639,30674.8345990266,99363.5180886595
"311","EN",89158.8840060456,48920.2188680606,30388.5197932182,101914.647710572
"312","EN",94181.1269875522,52650.8842775242,30552.2426420113,104684.385845421
"313","EN",99486.2685814236,56689.061121476,31326.7397929928,104356.846801627
"314","EN",105090.24422232,60785.5349464048,32857.2033661557,103725.979835726
"315","EN",111009.88697418,63455.2144090241,34677.689891072,103219.226456433
"316","EN",117262.978092909,66263.8573302391,36620.6124245836,102683.928096672
"317","EN",123868.300437206,69230.0079587798,36030.49902452,105717.907927228
"318","EN",130845.69488799,72247.9455394437,37175.4086893127,109727.334452637
"319","EN",138216.119945879,75511.6894565915,39379.0674875869,113962.608513618
"320","EN",146001.714685739,78959.2518124497,42559.2184033166,117160.592102432
"321","EN",154225.865257416,79070.2501470383,46269.9385228224,116053.695424007
"322","EN",162913.275132391,81075.4906958218,51280.0366450843,125387.798959975
"323","EN",172090.039307372,82339.6511471323,55199.9815219941,130557.558246781
"324","EN",181783.722687707,88552.1154767917,59794.809046209,148831.262984475
"325","EN",192023.442886074,90030.2336504119,61616.8991674417,157522.376187978
"326","EN",202839.957685137,91846.5772598617,64562.4094305549,166698.134379752
"327","EN",214265.757426913,93781.0161609347,67613.3905263078,171567.454132581
"328","EN",226335.16260634,102850.026204011,69738.7821255747,173285.080430992
"329","EN",239084.426962215,111427.413724524,73517.2379475095,185400.43071671
"330","EN",252551.846375149,112326.329464544,85640.2407708593,199994.812414828
"331","EN",266777.873899654,124652.017182798,86014.5642488865,237297.92968112
"332","EN",281805.241275888,129942.886688414,88376.7651796596,318462.106984127
"333","EN",297679.087286047,135439.424055036,90587.919844061,404198.192340427
"334","EN",314447.093340972,141314.605286667,92680.7591819138,554239.995293476
"335","EN",332159.626704218,151844.584107261,94578.8330301239,393175.804183377
"336","EN",350869.891783826,169255.169948261,99402.0875099938,433028.491056089
"337","EN",370634.089946219,178697.934670099,99664.3645964374,726337.732081606
"338","EN",391511.588332284,188645.160270956,102314.775629289,770180.634893437
"339","EN",413565.098182711,214396.726636454,141580.011596319,816493.170579101
"340","EN",436860.863208252,202193.466925996,142952.569331432,1059997.72940383
"341","EN",461468.858570709,218858.431468892,109795.319314071,1386382.99006936
"342","EN",487463.001072353,263789.661186675,124134.890638779,1399706.43176977
"343","EN",514921.371185126,311375.713453339,139811.347473133,1180930.46673245
"344","EN",543926.447586564,339954.321447656,165008.396430801,1350986.18820539
"345","EN",574565.354906918,314314.944873899,173679.806415792,1300501.07866871
"346","EN",606930.125431666,395035.179671002,198388.129468756,1399706.43176977
"347","EN",641117.975545486,462765.203803155,198443.215603208,1575169.2935624
"348","EN",677231.597748102,538114.483462708,226094.447541635,1603325.33771563
"349","EN",715379.469119107,714232.585769731,244065.783403962,1831138.66861828
"350","EN",755676.177158363,791553.120975602,251777.496452048,1957282.15429399
"351","EN",798242.763980694,913781.222281527,252571.160578749,1957282.15429399
"352","EN",843207.089898777,982427.032749304,276760.955022073,1957282.15429399
"353","EN",890704.217486351,1095581.49970138,295257.393583719,1957282.15429399
"354","EN",940876.817275352,1277977.63890139,316296.396913742,1957282.15429399
"355","EN",993875.596305641,1450804.29043485,404579.025919974,2275685.49450818
"356","EN",1049859.75081456,1649138.42615223,442191.044776713,2407279.77228524
"357","EN",1108997.44442608,1698007.54051966,476336.096875108,2606619.94818826
"358","EN",1171466.31327599,1749789.0860535,520161.942696952,2606619.94818826
"359","EN",1237453.99959026,1749789.0860535,546438.10624228,2606619.94818826
"360","EN",1307158.71531952,1749789.0860535,1058488.14570386,2606619.94818826
"361","EN",1380789.83752248,1780158.62670942,1078547.06481944,2606619.94818826
"362","EN",1458568.53728686,1749789.0860535,1096655.39974216,2780424.76680209
"363","EN",1540728.44407684,1749789.0860535,1162023.28021549,2780424.76680209
"364","EN",1627516.34750269,1955606.39996677,1120557.83684302,2780424.76680209
"365","EN",1719192.93862039,1966570.22104366,1145212.58678886,2963704.96945584
"366","EN",1816033.59298813,1966570.22104366,1171256.1175192,2963704.96945584
"367","EN",1918329.19783157,1966570.22104366,1278701.04206237,2963704.96945584
"368","EN",2026387.02580277,1966570.22104366,1317650.87222264,2963704.96945584
"369","EN",2140531.65795702,2266693.46180652,1506705.76217108,2963704.96945584
"370","EN",2261105.95872035,2460386.22178332,1697207.63534585,3097703.42404596
"371","EN",2388472.10577594,2644728.9024807,1697207.63534585,3097703.42404596
"372","EN",2523012.67796328,2647015.26190315,1697207.63534585,3097703.42404596
"373","EN",2665131.80445767,2647015.26190315,1697207.63534585,3097703.42404596
"374","EN",2815256.37868204,2647015.26190315,1697207.63534585,3097703.42404596
"375","EN",2973837.3405974,2647015.26190315,1697207.63534585,3097703.42404596
"376","EN",3141351.03122351,2647015.26190315,1697207.63534585,3097703.42404596
"377","EN",3318300.62345865,2647015.26190315,1697207.63534585,3097703.42404596
