"","Generations_end","IUCN","Ne_median","Ne_min","Ne_max","Ne_lq","Ne_uq"
"107",1233.744,"LC",20124.064859861,20124.064859861,20124.064859861,20124.064859861,20124.064859861
"108",1235.752,"LC",3760.52948255114,3760.52948255114,3760.52948255114,3760.52948255114,3760.52948255114
"109",1237.312,"NT",2777.50774230283,2777.50774230283,2777.50774230283,2777.50774230283,2777.50774230283
"110",1238.304,"EN",8753.99948351403,8753.99948351403,8753.99948351403,8753.99948351403,8753.99948351403
"111",1240.048,"CR",2398.3115886416,2398.3115886416,2398.3115886416,2398.3115886416,2398.3115886416
"112",1243.624,"VU",4740.79130918137,4740.79130918137,4740.79130918137,4740.79130918137,4740.79130918137
"113",1246.584,"NT",17424.4866310626,17424.4866310626,17424.4866310626,17424.4866310626,17424.4866310626
"114",1246.688,"EN",4617.55131253896,4617.55131253896,4617.55131253896,4617.55131253896,4617.55131253896
"115",1253.424,"LC",2581.57786038827,2581.57786038827,2581.57786038827,2581.57786038827,2581.57786038827
"116",1260.352,"CR",4586.98237337348,4586.98237337348,4586.98237337348,4586.98237337348,4586.98237337348
"117",1274.656,"VU",2134.03898889233,2134.03898889233,2134.03898889233,2134.03898889233,2134.03898889233
"118",1301.16,"EN",59174.1361685634,59174.1361685634,59174.1361685634,59174.1361685634,59174.1361685634
"119",1301.832,"LC",8937.08959208889,8937.08959208889,8937.08959208889,8937.08959208889,8937.08959208889
"120",1302.336,"LC",1618.13606906205,1618.13606906205,1618.13606906205,1618.13606906205,1618.13606906205
"121",1310.72,"LC",17657.0038712981,17657.0038712981,17657.0038712981,17657.0038712981,17657.0038712981
"122",1323.92,"EN",24126.4709607764,24126.4709607764,24126.4709607764,24126.4709607764,24126.4709607764
"123",1325.696,"LC",39047247.1690746,39047247.1690746,39047247.1690746,39047247.1690746,39047247.1690746
"124",1337.12,"LC",20623.5531288508,20623.5531288508,20623.5531288508,20623.5531288508,20623.5531288508
"125",1349.232,"LC",95476.5593112321,95476.5593112321,95476.5593112321,95476.5593112321,95476.5593112321
"126",1353.024,"LC",75222.4704563747,75222.4704563747,75222.4704563747,75222.4704563747,75222.4704563747
"127",1355.712,"LC",2899.8115122517,2899.8115122517,2899.8115122517,2899.8115122517,2899.8115122517
"128",1360.52,"LC",2479.57450501494,2479.57450501494,2479.57450501494,2479.57450501494,2479.57450501494
"129",1360.872,"VU",4530.63217043332,4530.63217043332,4530.63217043332,4530.63217043332,4530.63217043332
"130",1368.448,"LC",3171.02947471897,3171.02947471897,3171.02947471897,3171.02947471897,3171.02947471897
"131",1385.064,"LC",904971.233226924,904971.233226924,904971.233226924,904971.233226924,904971.233226924
"132",1386.128,"LC",16502.671369928,16502.671369928,16502.671369928,16502.671369928,16502.671369928
"133",1388.944,"LC",13426.0176082221,13426.0176082221,13426.0176082221,13426.0176082221,13426.0176082221
"134",1394.736,"LC",37922.95950776,37922.95950776,37922.95950776,37922.95950776,37922.95950776
"135",1414.84,"LC",19772.6149283243,19772.6149283243,19772.6149283243,19772.6149283243,19772.6149283243
"136",1418.872,"LC",18574.1549920363,18574.1549920363,18574.1549920363,18574.1549920363,18574.1549920363
"137",1422.136,"LC",2417.02065948409,2417.02065948409,2417.02065948409,2417.02065948409,2417.02065948409
"138",1434.888,"LC",4031.8231803626,4031.8231803626,4031.8231803626,4031.8231803626,4031.8231803626
