"","IUCN","Generations","median_Ne","lq_Ne","uq_Ne"
"489","VU",58127.9533433881,49924.355288709,27107.1473378364,69956.9863519331
"490","VU",61947.3844350334,48827.9736409938,28577.76081536,71462.6027571803
"491","VU",66017.7800458945,47815.6083520204,29281.6863712041,71410.7439642232
"492","VU",70355.6303778874,48803.1403220818,29325.752497556,71141.847533834
"493","VU",74978.5091596358,49607.3870748858,30656.3027482747,69226.6394556651
"494","VU",79905.1448420892,51273.9046185366,32090.1099799494,68271.2927480267
"495","VU",85155.4964722143,51223.8172225417,33300.5792243005,71152.5782024787
"496","VU",90750.8345521411,52045.0156319307,35993.9749751268,74056.8741192278
"497","VU",96713.8272113456,53858.9788948244,39432.5826730645,76558.3002954572
"498","VU",103068.632040975,54753.706498741,42880.0872342675,78977.2011533907
"499","VU",109840.993962357,57419.7384043023,47182.1058473842,81407.2735777948
"500","VU",117058.349526189,60920.3575511803,48467.0390074176,80845.7464622398
"501","VU",124749.938064939,63283.2871825097,47370.9368163908,83409.6896285082
"502","VU",132946.920148779,67292.1236813497,48377.8419925251,86401.3735847481
"503","VU",141682.503824933,69673.3660775422,51548.6837106054,91725.5616914518
"504","VU",150992.079151872,72012.0620987927,55489.5814082899,98026.7190986754
"505","VU",160913.361573395,73767.5017747523,60632.5818435367,98805.8478850495
"506","VU",171486.544713421,76154.526824384,66113.7277928534,103439.649635055
"507","VU",182754.463210534,85115.8674386689,67383.9870582447,103796.184585386
"508","VU",194762.766251925,92131.4211616102,76679.1827146062,113402.526681453
"509","VU",207560.102509801,99497.3212063052,76809.3174931337,131899.786323231
"510","VU",221198.317229453,104577.714931061,77906.3525863764,137369.261393538
"511","VU",235732.662267456,104141.28260766,78858.8247389359,159252.302277277
"512","VU",251222.019930916,112927.703049508,79778.5572007884,183127.315919627
"513","VU",267729.141524579,118098.443542058,80277.3372493966,184835.985241066
"514","VU",285320.901572239,135753.571743675,88459.9084178966,235298.937857605
"515","VU",304068.568742345,141869.210493496,93584.6397197376,348441.769247667
"516","VU",324048.094575396,148719.356959385,99285.1281504246,336350.92986985
"517","VU",345340.421182839,158801.759274925,107152.350213978,283995.142196799
"518","VU",368031.809164034,152154.024495142,89079.7883485936,249625.439209093
"519","VU",392214.187069749,159807.468698588,93657.3446583498,277579.839772623
"520","VU",417985.52382797,168906.383387545,99937.3866663473,324680.081663204
"521","VU",445450.225640798,183077.580127148,123665.231516175,510306.214973589
"522","VU",474719.558960383,193212.191804825,121881.711830092,571395.19713847
"523","VU",505912.101257447,200386.556529906,130766.12391108,777726.7008201
"524","VU",539154.221408613,209315.950608619,140404.537451502,1187658.16594931
"525","VU",574580.591648674,229114.446269673,151997.914993723,1225829.29577388
"526","VU",612334.733161873,259345.85669257,171670.715375096,1091209.24029276
"527","VU",652569.597522513,284645.007966624,192058.291933898,785711.014468642
"528","VU",695448.186340459,314391.852261631,206109.736823783,910044.381296386
"529","VU",741144.211621887,330642.866498882,231438.547617539,1207556.4621613
"530","VU",789842.799520536,403866.812833382,274886.215301731,1581406.70697464
"531","VU",841741.240330581,617094.981062827,302979.919715613,1779254.60272232
"532","VU",897049.787759499,727330.127810716,321516.962948381,2040191.71104572
"533","VU",955992.510719002,875554.424478908,328805.75571144,1865585.68810668
"534","VU",1018808.20108488,917064.276490151,314380.12661888,2165856.04354232
"535","VU",1085751.34110323,875554.424478908,289497.669402974,2565664.71798767
"536","VU",1157093.13436244,875554.424478908,316424.966014312,2565664.71798767
"537","VU",1233122.60450748,1135059.57556883,454675.089652966,2565664.71798767
"538","VU",1314147.76614776,1639530.04074603,638102.939685626,2741197.97518166
"539","VU",1400496.87270222,1762237.16653613,948118.805269261,2842836.54824161
"540","VU",1492519.74623694,1933242.04435217,1054314.14564234,2931527.16220087
"541","VU",1590589.19468279,1933242.04435217,1054314.14564234,2931527.16220087
"542","VU",1695102.5221746,2082290.25482637,1129535.45785425,2931527.16220087
"543","VU",1806483.13863074,2082290.25482637,1054314.14564234,3098020.48311316
"544","VU",1925182.27509369,2082290.25482637,1054314.14564234,3087969.50837323
"545","VU",2051680.81178118,2082290.25482637,1054314.14564234,2931527.16220087
"546","VU",2186491.22625349,2082290.25482637,1054314.14564234,2931527.16220087
"547","VU",2330159.66958966,2109555.44572235,1129535.45785425,2931527.16220087
"548","VU",2483268.17898363,2109555.44572235,1129535.45785425,3098020.48311316
"549","VU",2646437.03572409,2109555.44572235,1257454.28708161,3098020.48311316
"550","VU",2820327.27811082,2314255.84878886,1257454.28708161,3172929.50998584
"551","VU",3005643.37948801,2334240.4864953,1384023.54974816,3172929.50998584
"552","VU",3203136.10224392,2623303.75379235,1461818.19435197,3423725.86191566
"553","VU",3413605.53933917,2743814.12496161,1461818.19435197,3534820.56253816
"554","VU",3637904.35568564,2743814.12496161,1461818.19435197,3534820.56253816
"555","VU",3876941.24250763,2743814.12496161,1461818.19435197,3534820.56253816
"556","VU",4131684.59867983,2743814.12496161,1461818.19435197,3534820.56253816
"557","VU",4403166.453956,2743814.12496161,1461818.19435197,3534820.56253816
"558","VU",4692486.64998251,2743814.12496161,1461818.19435197,3534820.56253816
"559","VU",5000817.29603497,2743814.12496161,1461818.19435197,3534820.56253816
"560","VU",5329407.51752925,2743814.12496161,1461818.19435197,3534820.56253816
"561","VU",5679588.5165445,2743814.12496161,1461818.19435197,3534820.56253816
"562","VU",6052778.96485929,2743814.12496161,1461818.19435197,3534820.56253816
"563","VU",6450490.75134988,2743814.12496161,1461818.19435197,3534820.56253816
"564","VU",6874335.10703419,2743814.12496161,1461818.19435197,3534820.56253816
"565","VU",7326029.13257624,2743814.12496161,1461818.19435197,3534820.56253816
"566","VU",7807402.75469506,2743814.12496161,1461818.19435197,3534820.56253816
"567","VU",8320406.13966064,2743814.12496161,1461818.19435197,3534820.56253816
"568","VU",8867117.59391058,2743814.12496161,1461818.19435197,3534820.56253816
"569","VU",9449751.98379504,2743814.12496161,1461818.19435197,3534820.56253816
"570","VU",10070669.7085604,2743814.12496161,1461818.19435197,3534820.56253816
"571","VU",10732386.2629235,2743814.12496161,1461818.19435197,3534820.56253816
"572","VU",11437582.4279768,2743814.12496161,1461818.19435197,3534820.56253816
"573","VU",12189115.1317107,2743814.12496161,1461818.19435197,3534820.56253816
"574","VU",12990029.0231507,2743814.12496161,1461818.19435197,3534820.56253816
"575","VU",13843568.8070014,2743814.12496161,1461818.19435197,3534820.56253816
"576","VU",14753192.3887648,2743814.12496161,1461818.19435197,3534820.56253816
"577","VU",15722584.8835908,2743814.12496161,1461818.19435197,3534820.56253816
"578","VU",16755673.5456097,2743814.12496161,1461818.19435197,3534820.56253816
"579","VU",17856643.6782325,2743814.12496161,1461818.19435197,3534820.56253816
"580","VU",19029955.5898728,2743814.12496161,1461818.19435197,3534820.56253816
"581","VU",20280362.6637846,2743814.12496161,1461818.19435197,3534820.56253816
"582","VU",21612930.6152195,2743814.12496161,1461818.19435197,3534820.56253816
"583","VU",23033058.0139202,2743814.12496161,1461818.19435197,3534820.56253816
"584","VU",24546498.1550919,2743814.12496161,1461818.19435197,3534820.56253816
"585","VU",26159382.3674557,2743814.12496161,1461818.19435197,3534820.56253816
"586","VU",27878244.8528121,2743814.12496161,1461818.19435197,3534820.56253816
"587","VU",29710049.1577446,2743814.12496161,1461818.19435197,3534820.56253816
"588","VU",31662216.3847076,2743814.12496161,1461818.19435197,3534820.56253816
"589","VU",33742655.2567896,2743814.12496161,1461818.19435197,3534820.56253816
"590","VU",35959794.1579497,2743814.12496161,1461818.19435197,3534820.56253816
"591","VU",38322615.278533,2743814.12496161,1461818.19435197,3534820.56253816
"592","VU",40840691.0043944,2743814.12496161,1461818.19435197,3534820.56253816
"593","VU",43524222.6970547,2743814.12496161,1461818.19435197,3534820.56253816
"594","VU",46384082.0219958,2743814.12496161,1461818.19435197,3534820.56253816
"595","VU",49431854.9925262,2743814.12496161,1461818.19435197,3534820.56253816
"596","VU",52679888.9076517,2743814.12496161,1461818.19435197,3534820.56253816
"597","VU",56141342.374105,2743814.12496161,1461818.19435197,3534820.56253816
