,accession,Gardiner_captivity_flag,Gardiner_domestication_flag,Gardiner_flag_notes,Sudmant_zoo_flag,Combined_captivity_flag,Animal,Assembly,Band,Bird,CBP,Cells,Collection,Columbia,Common,Culture,ENA,ENA.CHECKLIST,ENA.FIRST.PUBLIC,ENA.LAST.UPDATE,External,Father,Field,Funding,GAL,GAL_sample_id,GN,Genome,INSDC,ISIS,Identified,Individual,Loan,Local,Marine,Material,McGill,Mobilization,Moreton,Mother,Necropsy,Note,Oregon,Panamanian,Permit,Permits,Previous,Report,Sample,Scientific,Sex,Smithsonian,Source,Species360,Stanford,State,Studbook,Subject,Submission,Submitter,ToLID,Tube,Turtle,UF,UQ,USNM,Vassar,Weight,Wieght,age,altitude,barcoding,bio.material,biomaterial,biomaterial_provider,bioproject_accession2,birth_date,birth_location,breed,breed_note,breeding_history,breeding_method,broker,cell_line,cell_type,collected,collected.by,collected_by,collecting,collection,collection.date,collection_date,common,country,cultivar,culture_or_strain_id,date,death_date,depth,derived.from,dev_stage,developmental_age,ecotype,elevation,env_broad_scale,env_local_scale,env_medium,estimated_size,family,funding,geo_loc_name,geographic,growth_protocol,habitat,health_state,identified,identified_by,identifier_affiliation,isol_growth_condt,isolate,isolate_name_alias,isolation.source,isolation_source,label,lat.lon,lat_lon,latitude,lifestage,material,note,order,organism,orgmod_note,original,permit,permits,phenotype,project,provider,proxy,ref_biomaterial,relationship,sample,sample_type,scientific_name,sex,specimen,specimen_id,specimen_voucher,storage,store_cond,strain,sub,sub_species,subject,subject_id,submission,symbiont,tissue,tolid,treatment,voucher,yggdrasil,yggdrasil_individual_id
385,GCA_951799395.1,,,,no,no,,,,,,,,,,,,"Attribute ""ERC000053""",,,,,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""Tree of Life Programme""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""22815""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""HELGA BARA MOHR VANG""",,,"institution	Attribute ""Faroe Marine Research Institute""","date	Attribute ""2021-09-12""",,,"name	Attribute ""greater argentine""",,,,,,"Attribute ""470""",,,,,,,,,,,,,"location (country and/or sea)	Attribute ""Faroe Islands"", location (latitude)	Attribute ""61.13"", location (longitude)	Attribute ""-9.35"", location (region and locality)	Attribute ""Faroe Bank""",,"Attribute ""Sand""",,"by	Attribute ""HELGA BARA MOHR VANG""",,"Attribute ""Faroe Marine Research Institute""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ERGA""",,,,,"name	Attribute ""22815""",,"Attribute ""Argentina silus""","Attribute ""male""","id	Attribute ""ERGA SM FO 02"", voucher	Attribute ""NOT PROVIDED""",,,,,,,,,,,"Attribute ""N""",,"Attribute ""fArgSil1""",,,,
386,GCA_951799415.1,,,,no,no,,,,,,,,,,,,"Attribute ""ERC000053""",,,,,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""Tree of Life Programme""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""22815""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""HELGA BARA MOHR VANG""",,,"institution	Attribute ""Faroe Marine Research Institute""","date	Attribute ""2021-09-12""",,,"name	Attribute ""greater argentine""",,,,,,"Attribute ""470""",,,,,,,,,,,,,"location (country and/or sea)	Attribute ""Faroe Islands"", location (latitude)	Attribute ""61.13"", location (longitude)	Attribute ""-9.35"", location (region and locality)	Attribute ""Faroe Bank""",,"Attribute ""Sand""",,"by	Attribute ""HELGA BARA MOHR VANG""",,"Attribute ""Faroe Marine Research Institute""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ERGA""",,,,,"name	Attribute ""22815""",,"Attribute ""Argentina silus""","Attribute ""male""","id	Attribute ""ERGA SM FO 02"", voucher	Attribute ""NOT PROVIDED""",,,,,,,,,,,"Attribute ""N""",,"Attribute ""fArgSil1""",,,,
387,GCA_951799965.1,,,,no,no,,,,,,,,,,,,"Attribute ""ERC000053""","Attribute ""2022-03-31T12:59:49Z""","Attribute ""2022-03-31T12:59:49Z""","Id	Attribute ""SAMEA13854149""",,,,"Attribute ""Marine Biological Association""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2022-03-31T12:59:49Z"", last update	Attribute ""2022-03-31T12:59:49Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""624597b5c7b2509d0747c8de""",,,,,,,,,,,,"center	Attribute ""NATURAL HISTORY MUSEUM""",,,,,,,,,,,"name	Attribute ""COPO""",,,"by	Attribute ""PATRICK ADKINS | MITCHELL BRENNAN | RACHEL BRITTAIN | SEAN MCTIERNEY | FRANKIE PERRY""",,,"institution	Attribute ""MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION""","date	Attribute ""2021-09-21""",,,"name	Attribute ""black goby""",,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (depth)	Attribute ""15"", location (latitude)	Attribute ""50.329666"", location (longitude)	Attribute ""-4.191445"", location (region and locality)	Attribute ""Cornwall| Cawsand bay | Bar Beam Trawl""",,"Attribute ""Broken shell""",,"by	Attribute ""RACHEL BRITTAIN""",,"Attribute ""MARINE BIOLOGICAL ASSOCIATION""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,"collection date	Attribute ""2021-09-21"", collection location	Attribute ""United Kingdom | Cornwall| Cawsand bay | Bar Beam Trawl""",,,,"name	Attribute ""DTOL""",,,,,"name	Attribute ""624597b5c7b2509d0747c8de""",,"Attribute ""Gobius niger""","Attribute ""NOT COLLECTED""","id	Attribute ""MBA-210921-051A"", voucher	Attribute ""MBA-210921-051A""",,,,,,,,,,,,,"Attribute ""fGobNig1""",,,,
388,GCA_951799975.1,,,,no,no,,,,,,,,,,,,"Attribute ""ERC000053""","Attribute ""2022-03-31T12:59:49Z""","Attribute ""2022-03-31T12:59:49Z""","Id	Attribute ""SAMEA13854149""",,,,"Attribute ""Marine Biological Association""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2022-03-31T12:59:49Z"", last update	Attribute ""2022-03-31T12:59:49Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""624597b5c7b2509d0747c8de""",,,,,,,,,,,,"center	Attribute ""NATURAL HISTORY MUSEUM""",,,,,,,,,,,"name	Attribute ""COPO""",,,"by	Attribute ""PATRICK ADKINS | MITCHELL BRENNAN | RACHEL BRITTAIN | SEAN MCTIERNEY | FRANKIE PERRY""",,,"institution	Attribute ""MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION""","date	Attribute ""2021-09-21""",,,"name	Attribute ""black goby""",,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (depth)	Attribute ""15"", location (latitude)	Attribute ""50.329666"", location (longitude)	Attribute ""-4.191445"", location (region and locality)	Attribute ""Cornwall| Cawsand bay | Bar Beam Trawl""",,"Attribute ""Broken shell""",,"by	Attribute ""RACHEL BRITTAIN""",,"Attribute ""MARINE BIOLOGICAL ASSOCIATION""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,"collection date	Attribute ""2021-09-21"", collection location	Attribute ""United Kingdom | Cornwall| Cawsand bay | Bar Beam Trawl""",,,,"name	Attribute ""DTOL""",,,,,"name	Attribute ""624597b5c7b2509d0747c8de""",,"Attribute ""Gobius niger""","Attribute ""NOT COLLECTED""","id	Attribute ""MBA-210921-051A"", voucher	Attribute ""MBA-210921-051A""",,,,,,,,,,,,,"Attribute ""fGobNig1""",,,,
389,GCA_951802655.1,,,,no,no,,,,,,,,,,,"first public	Attribute ""2021-11-24"", last update	Attribute ""2021-11-24""","Attribute ""ERC000053""",,,"Id	Attribute ""SAMEA11296543""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center alias	Attribute ""EarlhamInstitute"", center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2021-11-24T11:45:44Z"", last update	Attribute ""2021-11-24T11:45:44Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""619e25e718a3d79f2bd0bfb3""",,,,,,,,,,,,,,,,,,,,,,,"name	Attribute ""Collaborative Open Plant Omics broker account, Earlham Institute, Norwich""",,,"by	Attribute ""RICHARD PITMAN""",,,"institution	Attribute ""Environment Agency""","date	Attribute ""2020-08-25""",,,"name	Attribute ""roach minnow""",,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (latitude)	Attribute ""53.03331"", location (longitude)	Attribute ""-1.052197"", location (region and locality)	Attribute ""Nottingham | Calverton | Moor Ln | Lake Side View | Calverton Fish Farm""",,"Attribute ""Hatchery pond""",,"by	Attribute ""BERND HANFLING""",,"Attribute ""University of Hull""",,,,,,,,,,"Attribute ""juvenile""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"name	Attribute ""619e25e718a3d79f2bd0bfb3""",,,"Attribute ""female""","id	Attribute ""SAN0000709"", voucher	Attribute ""NOT COLLECTED""",,,,,,,,,,,,,"Attribute ""fRutRut2""",,,,
390,GCA_951802725.1,,,,no,no,,,,,,,,,,,"first public	Attribute ""2021-11-24"", last update	Attribute ""2021-11-24""","Attribute ""ERC000053""",,,"Id	Attribute ""SAMEA11296543""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center alias	Attribute ""EarlhamInstitute"", center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2021-11-24T11:45:44Z"", last update	Attribute ""2021-11-24T11:45:44Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""619e25e718a3d79f2bd0bfb3""",,,,,,,,,,,,,,,,,,,,,,,"name	Attribute ""Collaborative Open Plant Omics broker account, Earlham Institute, Norwich""",,,"by	Attribute ""RICHARD PITMAN""",,,"institution	Attribute ""Environment Agency""","date	Attribute ""2020-08-25""",,,"name	Attribute ""roach minnow""",,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (latitude)	Attribute ""53.03331"", location (longitude)	Attribute ""-1.052197"", location (region and locality)	Attribute ""Nottingham | Calverton | Moor Ln | Lake Side View | Calverton Fish Farm""",,"Attribute ""Hatchery pond""",,"by	Attribute ""BERND HANFLING""",,"Attribute ""University of Hull""",,,,,,,,,,"Attribute ""juvenile""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"name	Attribute ""619e25e718a3d79f2bd0bfb3""",,,"Attribute ""female""","id	Attribute ""SAN0000709"", voucher	Attribute ""NOT COLLECTED""",,,,,,,,,,,,,"Attribute ""fRutRut2""",,,,
391,GCA_951804945.1,,,,no,no,,,,,,,,,,,,"Attribute ""ERC000053"", Attribute ""ERC000053""",,,,,,,"Attribute ""Sanger Institute"", Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED"", Attribute ""NOT PROVIDED""",,,"center name	Attribute ""Tree of Life Programme"", center name	Attribute ""Tree of Life Programme""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""17573"", Id	Attribute ""17573""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""Lymberakis Petros"", by	Attribute ""Lymberakis Petros""",,,"institution	Attribute ""Natural History Musuem of Crete, University of Crete"", institution	Attribute ""Natural History Musuem of Crete, University of Crete""","date	Attribute ""2021-09-30"", date	Attribute ""2021-09-30""",,,,,,,,,,,,,,"Attribute ""2100m"", Attribute ""2100m""",,,,,,,,"location (country and/or sea)	Attribute ""Greece"", location (latitude)	Attribute ""35.331213"", location (longitude)	Attribute ""24.0496"", location (region and locality)	Attribute ""Crete | Chania | Anopoli"", location (country and/or sea)	Attribute ""Greece"", location (latitude)	Attribute ""35.331213"", location (longitude)	Attribute ""24.0496"", location (region and locality)	Attribute ""Crete | Chania | Anopoli""",,"Attribute ""alpine"", Attribute ""alpine""",,"by	Attribute ""Lymberakis Petros"", by	Attribute ""Lymberakis Petros""",,"Attribute ""Natural History Musuem of Crete, University of Crete"", Attribute ""Natural History Musuem of Crete, University of Crete""",,,,,,,,,,"Attribute ""adult"", Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM"", part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ERGA"", name	Attribute ""ERGA""",,,,,"name	Attribute ""17573"", name	Attribute ""17573""",,"Attribute ""Podarcis cretensis"", Attribute ""Podarcis cretensis""","Attribute ""male"", Attribute ""male""","id	Attribute ""ERGA NP GR 02"", voucher	Attribute ""80.3.51.2951"", id	Attribute ""ERGA NP GR 02"", voucher	Attribute ""80.3.51.2951""",,,,,,,,,,,"Attribute ""N"", Attribute ""N""",,"Attribute ""rPodCre2"", Attribute ""rPodCre2""",,,,
392,GCA_958295035.1,no,no,culture_or_strain_id,no,no,,,,,,,,,,,,"Attribute ""ERC000053""","Attribute ""2021-11-16T12:52:18Z""","Attribute ""2023-09-28T10:32:09Z""","Id	Attribute ""SAMEA10984647""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""Tree of Life Programme"", first public	Attribute ""2021-11-16T12:52:18Z"", last update	Attribute ""2023-09-28T10:32:09Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""15187""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""VOLCKAERT Filip""",,,"institution	Attribute ""KU Leuven""","date	Attribute ""2021-08-19""",,,"name	Attribute ""common sole""",,,"Attribute ""wild""",,,"Attribute ""15""",,,,,,,,,,,,,"location (country and/or sea)	Attribute ""Belgium"", location (latitude)	Attribute ""51.283"", location (longitude)	Attribute ""2.65"", location (region and locality)	Attribute ""Kwintebank""",,"Attribute ""coastal sandbank""",,"by	Attribute ""VOLCKAERT Filip""",,"Attribute ""KU Leuven""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ERGA"", name	Attribute ""DTOL""",,,,"Attribute ""outbred""","name	Attribute ""15187""",,"Attribute ""Solea solea""","Attribute ""female""","id	Attribute ""ERGA FV BE 019"", voucher	Attribute ""NOT COLLECTED""",,,,,,,,,,,"Attribute ""N""",,"Attribute ""fSolSol10""",,,,
393,GCA_960530785.1,,,,no,no,,,,,,,,,,,,"Attribute ""ERC000053""","Attribute ""2022-11-08T12:24:28Z""","Attribute ""2022-11-08T12:24:28Z""","Id	Attribute ""SAMEA111562156""",,,,"Attribute ""Marine Biological Association""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2022-11-08T12:24:28Z"", last update	Attribute ""2022-11-08T12:24:28Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""636a4a7c02fbd959ef5313de""",,,,,,,,,,,,"center	Attribute ""NATURAL HISTORY MUSEUM""",,,,,,,,,,,"name	Attribute ""COPO""",,,,,"Attribute ""FRANCES PERRY| RACHEL BRITTAIN|MITCHELL BRENEN| SEAN MCTIERNEY|JOANNA HARLEY|PATRICK ADKINS|KES SCOTT-SOMME""","institution	Attribute ""MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION""","date	Attribute ""2021-11-16""",,,"name	Attribute ""John dory""",,,,,,"Attribute ""1-2M""",,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (latitude)	Attribute ""50.265247"", location (longitude)	Attribute ""-3.972"", location (region and locality)	Attribute ""Bigbury Bay|Trawl 2""",,"Attribute ""broken shell and sand""",,,"Attribute ""RACHEL BRITTAIN""","Attribute ""MARINE BIOLOGICAL ASSOCIATION""",,,,,,,,,,"Attribute ""juvenile""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"collection device or method	Attribute ""Otter Trawl from Sepia"", name	Attribute ""636a4a7c02fbd959ef5313de""",,"Attribute ""Zeus faber""","Attribute ""NOT COLLECTED""",,"Attribute ""MBA-211116-004A""","Attribute ""MBA-221116-004A""",,,,,,,,,,,"Attribute ""fZeuFab8""",,,,
394,GCA_960531495.1,,,,no,no,,,,,,,,,,,,"Attribute ""ERC000053""","Attribute ""2022-11-08T12:24:28Z""","Attribute ""2022-11-08T12:24:28Z""","Id	Attribute ""SAMEA111562156""",,,,"Attribute ""Marine Biological Association""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2022-11-08T12:24:28Z"", last update	Attribute ""2022-11-08T12:24:28Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""636a4a7c02fbd959ef5313de""",,,,,,,,,,,,"center	Attribute ""NATURAL HISTORY MUSEUM""",,,,,,,,,,,"name	Attribute ""COPO""",,,,,"Attribute ""FRANCES PERRY| RACHEL BRITTAIN|MITCHELL BRENEN| SEAN MCTIERNEY|JOANNA HARLEY|PATRICK ADKINS|KES SCOTT-SOMME""","institution	Attribute ""MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION|MARINE BIOLOGICAL ASSOCIATION""","date	Attribute ""2021-11-16""",,,"name	Attribute ""John dory""",,,,,,"Attribute ""1-2M""",,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (latitude)	Attribute ""50.265247"", location (longitude)	Attribute ""-3.972"", location (region and locality)	Attribute ""Bigbury Bay|Trawl 2""",,"Attribute ""broken shell and sand""",,,"Attribute ""RACHEL BRITTAIN""","Attribute ""MARINE BIOLOGICAL ASSOCIATION""",,,,,,,,,,"Attribute ""juvenile""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"collection device or method	Attribute ""Otter Trawl from Sepia"", name	Attribute ""636a4a7c02fbd959ef5313de""",,"Attribute ""Zeus faber""","Attribute ""NOT COLLECTED""",,"Attribute ""MBA-211116-004A""","Attribute ""MBA-221116-004A""",,,,,,,,,,,"Attribute ""fZeuFab8""",,,,
398,GCA_963082865.1,no,no,Geographic,NA,no,,,,,,,,,,,,"Attribute ""ERC000053""","Attribute ""2020-11-06T11:53:59Z""","Attribute ""2021-07-02T15:21:14Z""","Id	Attribute ""SAMEA7536466""",,,,"Attribute ""Marine Biological Association""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2020-11-06T11:53:59Z"", last update	Attribute ""2021-07-02T15:21:14Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""5fa53a6a7b781800bcc175ec""",,,,,,,,,,,,,,,,,,,,,,,"name	Attribute ""COPO""",,,"by	Attribute ""JOHN BISHOP | JOANNA HARLEY | ROB MROWICKI | CHRIS WOOD""",,,"institution	Attribute ""MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION""","date	Attribute ""2020-07-13""",,,,,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (depth)	Attribute ""1.5"", location (latitude)	Attribute ""50.36446"", location (longitude)	Attribute ""-4.13208"", location (region and locality)	Attribute ""Devon | Plymouth | Queen Anne's Battery Marina visitors' pontoon""",,"Attribute ""Marina pontoon (on submerged rope)""",,"by	Attribute ""JOHN BISHOP | CHRIS WOOD""",,"Attribute ""MARINE BIOLOGICAL ASSOCIATION""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"name	Attribute ""5fa53a6a7b781800bcc175ec""",,"Attribute ""Corella eumyota""","Attribute ""hermaphrodite and monoecious""","id	Attribute ""MBA-200713-003B"", voucher	Attribute ""NOT PROVIDED""",,,,,,,,,,,,,"Attribute ""kaCorEumy4""",,,,
399,GCA_963082875.1,no,no,Geographic,NA,no,,,,,,,,,,,,"Attribute ""ERC000053""","Attribute ""2020-11-06T11:53:59Z""","Attribute ""2021-07-02T15:21:14Z""","Id	Attribute ""SAMEA7536466""",,,,"Attribute ""Marine Biological Association""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2020-11-06T11:53:59Z"", last update	Attribute ""2021-07-02T15:21:14Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""5fa53a6a7b781800bcc175ec""",,,,,,,,,,,,,,,,,,,,,,,"name	Attribute ""COPO""",,,"by	Attribute ""JOHN BISHOP | JOANNA HARLEY | ROB MROWICKI | CHRIS WOOD""",,,"institution	Attribute ""MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION | MARINE BIOLOGICAL ASSOCIATION""","date	Attribute ""2020-07-13""",,,,,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""United Kingdom"", location (depth)	Attribute ""1.5"", location (latitude)	Attribute ""50.36446"", location (longitude)	Attribute ""-4.13208"", location (region and locality)	Attribute ""Devon | Plymouth | Queen Anne's Battery Marina visitors' pontoon""",,"Attribute ""Marina pontoon (on submerged rope)""",,"by	Attribute ""JOHN BISHOP | CHRIS WOOD""",,"Attribute ""MARINE BIOLOGICAL ASSOCIATION""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"name	Attribute ""5fa53a6a7b781800bcc175ec""",,"Attribute ""Corella eumyota""","Attribute ""hermaphrodite and monoecious""","id	Attribute ""MBA-200713-003B"", voucher	Attribute ""NOT PROVIDED""",,,,,,,,,,,,,"Attribute ""kaCorEumy4""",,,,
400,GCA_963210275.1,no,no,Geographic,NA,no,,,,,,,,,,,"first public	Attribute ""2022-05-06"", last update	Attribute ""2022-05-06""","Attribute ""ERC000053""",,,"Id	Attribute ""SAMEA14356472""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center alias	Attribute ""Tree of Life Programme"", center name	Attribute ""tree of life programme"", first public	Attribute ""2022-05-06T15:29:04Z"", last update	Attribute ""2022-05-06T15:29:04Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""21704""",,,,,,,,,,,,,,,,,,,,,,,,,,"by	Attribute ""SION HENSHAW | JIM GROOMBRIDGE""",,,"institution	Attribute ""MAURITIAN WILDLIFE FOUNDATION | UNIVERSITY OF KENT""","date	Attribute ""2020-01-29""",,,,,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""Mauritius"", location (latitude)	Attribute ""-20.386865"", location (longitude)	Attribute ""57.454819"", location (region and locality)	Attribute ""Bambous Mountains, FE3""",,"Attribute ""Caught and sampled at nest site or at captive breeding centre GDEWS""",,"by	Attribute ""Sion Henshaw""",,"Attribute ""University of Kent""",,,,,,,,,,"Attribute ""juvenile""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""ToL""",,,,"Attribute ""Sibling to Mauritius kestrel 5A19543""","name	Attribute ""21704""",,,"Attribute ""NOT COLLECTED""","id	Attribute ""SAN11000045"", voucher	Attribute ""NOT PROVIDED""",,,,,,,,,,,"Attribute ""N""",,"Attribute ""bFalPun1""",,,,
402,GCA_963242275.1,no,no,Geographic,NA,no,,,,,,,,,,,,"Attribute ""ERC000053""","Attribute ""2021-09-09T13:04:55Z""","Attribute ""2021-09-09T13:04:55Z""","Id	Attribute ""SAMEA9921455""",,,,"Attribute ""Sanger Institute""","Attribute ""NOT PROVIDED""",,,"center name	Attribute ""EarlhamInstitute"", first public	Attribute ""2021-09-09T13:04:55Z"", last update	Attribute ""2021-09-09T13:04:55Z"", status	Attribute ""public""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Id	Attribute ""6139f8b3aad1045783de66f6""",,,,,,,,,,,,,,,,,,,,,,,"name	Attribute ""COPO""",,,"by	Attribute ""Manuel Ruedi""",,,"institution	Attribute ""Natural History Museum Geneva (MHNG)""","date	Attribute ""2017-06-23""",,,"name	Attribute ""Daubenton's bat""",,,,,,,,,,,,,,,,,,,"location (country and/or sea)	Attribute ""Switzerland"", location (latitude)	Attribute ""46.212997"", location (longitude)	Attribute ""6.174296"", location (region and locality)	Attribute ""Geneva | Cologny""",,"Attribute ""lake shore""",,"by	Attribute ""Manuel Ruedi""",,"Attribute ""MHNG""",,,,,,,,,,"Attribute ""adult""",,,,"part	Attribute ""WHOLE ORGANISM""",,,,,,"name	Attribute ""DTOL""",,,,,"name	Attribute ""6139f8b3aad1045783de66f6""",,"Attribute ""Myotis daubentonii""","Attribute ""male""","id	Attribute ""SAN0001696"", voucher	Attribute ""NOT COLLECTED""",,,,,,,,,,,,,"Attribute ""mMyoDau2""",,,,
