"","Generations_end","IUCN","Ne_median","Ne_min","Ne_max","Ne_lq","Ne_uq"
"197",2115.32,"CR",2553.75657592318,2553.75657592318,2553.75657592318,2553.75657592318,2553.75657592318
"198",2115.32,"LC",20542.000688157,20542.000688157,20542.000688157,20542.000688157,20542.000688157
"199",2123.632,"LC",3708.95806095673,3708.95806095673,3708.95806095673,3708.95806095673,3708.95806095673
"200",2129.672,"LC",128220.744834307,128220.744834307,128220.744834307,128220.744834307,128220.744834307
"201",2135.44,"EN",4957.29292148144,4957.29292148144,4957.29292148144,4957.29292148144,4957.29292148144
"202",2137.296,"LC",5195.41919889234,5195.41919889234,5195.41919889234,5195.41919889234,5195.41919889234
"203",2146.672,"LC",40503.9091335303,40503.9091335303,40503.9091335303,40503.9091335303,40503.9091335303
"204",2148.936,"LC",609268.497010776,609268.497010776,609268.497010776,609268.497010776,609268.497010776
"205",2165.312,"LC",186633.321513223,186633.321513223,186633.321513223,186633.321513223,186633.321513223
"206",2180.352,"LC",14852.1101135444,14852.1101135444,14852.1101135444,14852.1101135444,14852.1101135444
"207",2181.144,"LC",57413.9329261729,57413.9329261729,57413.9329261729,57413.9329261729,57413.9329261729
"208",2184.384,"LC",26865.4711532003,26865.4711532003,26865.4711532003,26865.4711532003,26865.4711532003
"209",2199.048,"CR",156344.05071801,156344.05071801,156344.05071801,156344.05071801,156344.05071801
"210",2217.664,"LC",2710.48619346095,2710.48619346095,2710.48619346095,2710.48619346095,2710.48619346095
"211",2218.512,"LC",3954.28842579778,3954.28842579778,3954.28842579778,3954.28842579778,3954.28842579778
"212",2225,"VU",45524.9539344372,45524.9539344372,45524.9539344372,45524.9539344372,45524.9539344372
"213",2226.352,"LC",34760.8453837597,34760.8453837597,34760.8453837597,34760.8453837597,34760.8453837597
"214",2231.432,"LC",1438.44015549538,1438.44015549538,1438.44015549538,1438.44015549538,1438.44015549538
"215",2250.336,"LC",87447.9411475356,87447.9411475356,87447.9411475356,87447.9411475356,87447.9411475356
"216",2250.784,"LC",12205.2433725528,12205.2433725528,12205.2433725528,12205.2433725528,12205.2433725528
"217",2269.632,"EN",26788.2854827584,26788.2854827584,26788.2854827584,26788.2854827584,26788.2854827584
"218",2276.528,"LC",3344.36975351995,3344.36975351995,3344.36975351995,3344.36975351995,3344.36975351995
"219",2276.68,"VU",64598.4399476753,64598.4399476753,64598.4399476753,64598.4399476753,64598.4399476753
"220",2284.304,"LC",16555.8117107534,16555.8117107534,16555.8117107534,16555.8117107534,16555.8117107534
"221",2294.176,"LC",9874.78769206462,9874.78769206462,9874.78769206462,9874.78769206462,9874.78769206462
"222",2298.128,"LC",12498.5939081853,12498.5939081853,12498.5939081853,12498.5939081853,12498.5939081853
"223",2307.336,"CR",4585.02644987133,4585.02644987133,4585.02644987133,4585.02644987133,4585.02644987133
"224",2312.96,"LC",23793.2367724474,23793.2367724474,23793.2367724474,23793.2367724474,23793.2367724474
"225",2318.976,"LC",1464.77222791856,1464.77222791856,1464.77222791856,1464.77222791856,1464.77222791856
"226",2324.912,"VU",59807.7181860319,59807.7181860319,59807.7181860319,59807.7181860319,59807.7181860319
"227",2337.256,"LC",50325.543358601,50325.543358601,50325.543358601,50325.543358601,50325.543358601
"228",2366.544,"VU",18428.7636142491,18428.7636142491,18428.7636142491,18428.7636142491,18428.7636142491
"229",2369.672,"LC",33544664.7210761,33544664.7210761,33544664.7210761,33544664.7210761,33544664.7210761
"230",2373.384,"LC",313420.673227606,313420.673227606,313420.673227606,313420.673227606,313420.673227606
"231",2376.272,"LC",20533.8809034908,20533.8809034908,20533.8809034908,20533.8809034908,20533.8809034908
"232",2381.8,"LC",14304.258735432,14304.258735432,14304.258735432,14304.258735432,14304.258735432
"233",2389.504,"LC",56664.6881246396,56664.6881246396,56664.6881246396,56664.6881246396,56664.6881246396
"234",2390.968,"EN",15512.1731779014,15512.1731779014,15512.1731779014,15512.1731779014,15512.1731779014
